	4	7	8	14	15	5	12	13	16
4	0.0	0.10855216069046116	0.25552398684982924	0.1518801180496051	0.502390154330119	0.0	0.0	0.0	0.0
7	0.10855216069046116	0.0	0.07555439870959012	0.0	0.0	0.0	0.0	0.0	0.0
8	0.25552398684982924	0.07555439870959012	0.0	0.0	0.6304258279818227	0.0	0.0	0.0	0.0
14	0.1518801180496051	0.0	0.0	0.0	0.49812788751652043	0.9082553215498863	0.0	0.10682938725787652	0.43460985141671915
15	0.502390154330119	0.0	0.6304258279818227	0.49812788751652043	0.0	0.0	0.10310040643912627	0.0	-0.08913979698339973
5	0.0	0.0	0.0	0.9082553215498863	0.0	0.0	0.0974019192729536	0.5459920402652532	0.0
12	0.0	0.0	0.0	0.0	0.10310040643912627	0.0974019192729536	0.0	0.11326644917337618	0.1057675314933778
13	0.0	0.0	0.0	0.10682938725787652	0.0	0.5459920402652532	0.11326644917337618	0.0	0.698514725932485
16	0.0	0.0	0.0	0.43460985141671915	-0.08913979698339973	0.0	0.1057675314933778	0.698514725932485	0.0
