	7	13	14	20	23	29	30	9	10	12	22	24	17	18	28	27
7	0.0	0.2766833071749609	0.030157692245624923	0.0336759308052203	0.0286492995237958	0.009030673922075794	0.33555439260055997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.2766833071749609	0.0	0.17466895303451924	0.0	0.0	0.5745669266195723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6463630975700372	0.0	0.0
14	0.030157692245624923	0.17466895303451924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0336759308052203	0.0	0.0	0.0	-0.09105790051489904	0.05344602058711578	0.19692080279070717	0.0	0.2711220141466015	0.0	-0.06096644736572018	-0.2956818325162937	0.0	0.0	-0.24850151366244502	0.008443339009704287
23	0.0286492995237958	0.0	0.0	-0.09105790051489904	0.0	-0.1454085571954843	0.012913475780645167	0.0	0.0	0.0	0.0	-0.1649136628702786	0.0	0.0	0.0	0.0
29	0.009030673922075794	0.5745669266195723	0.0	0.05344602058711578	-0.1454085571954843	0.0	-0.16663329968379412	0.0	0.0	0.0	0.0	-0.20983437159838508	0.0	0.5883334098308316	0.0	0.11086643821755948
30	0.33555439260055997	0.0	0.0	0.19692080279070717	0.012913475780645167	-0.16663329968379412	0.0	0.0	0.0	0.0	0.0	-0.1196348689470641	0.0	0.0	0.0	0.16125592519116755
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2298661695361345	0.43946827701649593	0.6948875395779636	0.0	0.0	0.0	0.0	0.0
10	0.0	0.0	0.0	0.2711220141466015	0.0	0.0	0.0	-0.2298661695361345	0.0	0.0	0.6255050965395298	1.4843320296548854	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43946827701649593	0.0	0.0	0.7280992452651969	0.0	0.2562168402432642	0.0	0.0	0.0
22	0.0	0.0	0.0	-0.06096644736572018	0.0	0.0	0.0	0.6948875395779636	0.6255050965395298	0.7280992452651969	0.0	0.37651479853882136	0.5483365781234835	0.6685092548546429	0.2205342904204961	0.0
24	0.0	0.0	0.0	-0.2956818325162937	-0.1649136628702786	-0.20983437159838508	-0.1196348689470641	0.0	1.4843320296548854	0.0	0.37651479853882136	0.0	0.0	0.0	-0.055123365899879984	-0.08670275213211609
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2562168402432642	0.5483365781234835	0.0	0.0	0.1026463419272364	0.7456489173147933	0.0
18	0.0	0.6463630975700372	0.0	0.0	0.0	0.5883334098308316	0.0	0.0	0.0	0.0	0.6685092548546429	0.0	0.1026463419272364	0.0	0.5687156633540422	0.46888955068132954
28	0.0	0.0	0.0	-0.24850151366244502	0.0	0.0	0.0	0.0	0.0	0.0	0.2205342904204961	-0.055123365899879984	0.7456489173147933	0.5687156633540422	0.0	0.14837953944251422
27	0.0	0.0	0.0	0.008443339009704287	0.0	0.11086643821755948	0.16125592519116755	0.0	0.0	0.0	0.0	-0.08670275213211609	0.0	0.46888955068132954	0.14837953944251422	0.0
