	12	13	14	24	43	32	15	25	26	27	30	31	19	28	42	48	49	50	51	37	38	44	29	46	41	52	47
12	0.0	0.06834546396123668	0.09078848461664535	0.07845183099661804	0.6171461617646552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.06834546396123668	0.0	-0.138493369977925	0.0	0.461423250820618	0.12913772541148782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.09078848461664535	-0.138493369977925	0.0	0.0	0.43097031113419004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.07845183099661804	0.0	0.0	0.0	0.6367238065050118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05853804443625667	0.14321192464173868	0.7824545024311957	0.0	0.0	0.0	0.0	0.0
43	0.6171461617646552	0.461423250820618	0.43097031113419004	0.6367238065050118	0.0	0.49694332686111536	0.0	0.0	0.0	0.0	0.0	0.5012649496624066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0818678145137944	0.0	-0.08583785909949791	0.0	0.0	0.0
32	0.0	0.12913772541148782	0.0	0.0	0.49694332686111536	0.0	0.0	0.0	0.0	0.0	0.0	0.08803565672413816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.006865107122964176	-0.04700566429578178	0.3208570814764853	0.16248841974802125	0.9440270411273696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.0	0.0	0.0	0.0	0.0	0.0	-0.006865107122964176	0.0	0.0747286570749468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.0	0.0	-0.04700566429578178	0.0747286570749468	0.0	0.0	0.11757367053605489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0	0.3208570814764853	0.0	0.0	0.0	0.098721049919036	0.9085871637771914	0.5757901671205283	0.08821623042413525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0929287624319531	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.0	0.16248841974802125	0.0	0.11757367053605489	0.098721049919036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06770380297122913	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.5012649496624066	0.08803565672413816	0.9440270411273696	0.0	0.0	0.9085871637771914	0.0	0.0	0.10652615673200767	0.0	0.0	0.0	0.0	0.0	0.7312083657671664	0.0	0.0	0.0	0.0	0.4343089419305167	0.0	0.0	0.0
19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5757901671205283	0.0	0.10652615673200767	0.0	0.5567731128282879	0.550061255260649	0.4284530721910714	0.13550248388293085	0.4305266309349279	0.7128250595203794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08821623042413525	0.0	0.0	0.5567731128282879	0.0	0.0	0.0	0.0	0.10461801951158867	0.0	0.0	0.0	0.0	0.12816711794414892	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.550061255260649	0.0	0.0	0.08894211762937781	0.0	0.0	0.277642268277129	1.296638560074993	0.0	0.0	0.0	0.0	0.06448352430181724	0.17441399513538064	0.0
48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4284530721910714	0.0	0.08894211762937781	0.0	0.31307773470167066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07600306408212404
