	5	9	10	12	25	29	17	21	27	28	37	38	13	16	26	31	32	15	35	36
5	0.0	0.439468277016496	0.6079414773585474	0.2562168402432642	0.5382768019389277	0.7262453560153675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.439468277016496	0.0	-0.2298661695361345	0.0	0.0	0.6924632228666483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.6079414773585474	-0.2298661695361345	0.0	0.0	0.2607339512503407	0.6230807798282145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.2562168402432642	0.0	0.0	0.0	0.4315758841332946	0.5637335015974803	0.18268670952337976	0.09158458101408934	0.14125362559538665	0.7685698241985576	0.7412944093896116	0.7584544659698541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.5382768019389277	0.0	0.2607339512503407	0.4315758841332946	0.0	-0.06763902545810299	0.0	0.0	0.3627933892459476	0.7483123333875004	-0.2202375154348847	-0.22438293582729374	0.0	0.0	-0.2225403496791726	0.0	0.0	0.0	0.13412469812258854	0.17695285476977785
29	0.7262453560153675	0.6924632228666483	0.6230807798282145	0.5637335015974803	-0.06763902545810299	0.0	0.0	0.0	0.0	0.0	0.2453157945707942	0.18188843486878584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.18268670952337976	0.0	0.0	0.0	0.09287580979896135	0.10200683775781821	0.0	0.865695282568646	0.0	0.0	0.0	0.0	0.0	0.0	1.8737145442694716	0.8142205456438312	0.0
21	0.0	0.0	0.0	0.09158458101408934	0.0	0.0	0.09287580979896135	0.0	-0.08733683728205828	-0.10062918458366754	0.0	0.0	0.0	0.9797821122395265	0.0	0.0	0.0	0.6284854557054741	0.6108151194028504	0.0
27	0.0	0.0	0.0	0.14125362559538665	0.3627933892459476	0.0	0.10200683775781821	-0.08733683728205828	0.0	-0.14029851281726982	0.5148141823356207	0.0	0.0	0.0	0.5014991365590509	0.0	0.0	0.6496027537893136	0.3151615635623198	0.0
28	0.0	0.0	0.0	0.7685698241985576	0.7483123333875004	0.0	0.0	-0.10062918458366754	-0.14029851281726982	0.0	0.0	0.0	0.0	0.9905697769430917	0.5465952645975556	0.0	0.0	0.6689836040743222	0.0	0.0
37	0.0	0.0	0.0	0.7412944093896116	-0.2202375154348847	0.2453157945707942	0.865695282568646	0.0	0.5148141823356207	0.0	0.0	-0.11015977195377061	0.0	0.0	-0.10400763826289938	0.0	0.0	0.0	0.10536010432711959	0.15451019465334903
38	0.0	0.0	0.0	0.7584544659698541	-0.22438293582729374	0.18188843486878584	0.0	0.0	0.0	0.0	-0.11015977195377061	0.0	0.0	0.0	-0.043804932160560084	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030157692245624923	-0.05462244397614857	0.2223453595310586	0.24457600393482193	0.0	0.0	0.0
16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9797821122395265	0.0	0.9905697769430917	0.0	0.0	0.030157692245624923	0.0	0.6559575961250115	0.6544806524921759	0.9635476802257807	0.17466895303451924	0.0	0.0
26	0.0	0.0	0.0	0.0	-0.2225403496791726	0.0	0.0	0.0	0.5014991365590509	0.5465952645975556	-0.10400763826289938	-0.043804932160560084	-0.05462244397614857	0.6559575961250115	0.0	-0.2161838123979645	0.0	0.7088962768228457	-0.10644948411820376	0.0016538339146343062
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2223453595310586	0.6544806524921759	-0.2161838123979645	0.0	-0.09274327263569124	0.6008389708498765	0.11992856106816058	0.10063036521603619
32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24457600393482193	0.9635476802257807	0.0	-0.09274327263569124	0.0	0.9556295053862405	0.15378401423937482	0.3452954765660151
15	0.0	0.0	0.0	0.0	0.0	0.0	1.8737145442694716	0.6284854557054741	0.6496027537893136	0.6689836040743222	0.0	0.0	0.0	0.17466895303451924	0.7088962768228457	0.6008389708498765	0.9556295053862405	0.0	1.1604401009543839	0.0
35	0.0	0.0	0.0	0.0	0.13412469812258854	0.0	0.8142205456438312	0.6108151194028504	0.3151615635623198	0.0	0.10536010432711959	0.0	0.0	0.0	-0.10644948411820376	0.11992856106816058	0.15378401423937482	1.1604401009543839	0.0	-0.17619343553897596
36	0.0	0.0	0.0	0.0	0.17695285476977785	0.0	0.0	0.0	0.0	0.0	0.15451019465334903	0.0	0.0	0.0	0.0016538339146343062	0.10063036521603619	0.3452954765660151	0.0	-0.17619343553897596	0.0
