	7	8	10	18	26	29	30	33	41	21	40	42	11	27	43	14	46	36	20	32	37	44	48	39	49	52	53	54
7	0.0	0.11297623656609568	0.5992357799011381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.11297623656609568	0.0	0.7006209865644687	0.9050204129136111	0.5492781731969711	0.6315805582838598	0.5714016425831498	0.3438848060582018	0.6859724189866792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.5992357799011381	0.7006209865644687	0.0	0.0	0.0	0.04183792602687639	0.0	0.0	0.0	-0.018683773873049203	0.5021871377831134	0.1454602830412138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.9050204129136111	0.0	0.0	0.1679581949591684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004603559047836006	0.0	0.07458954595974882	0.0	0.0	0.061038519990082044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.5492781731969711	0.0	0.1679581949591684	0.0	0.0	0.0	0.8361236784960498	0.0	0.0	0.0	0.0	0.0	0.0	0.12543395421687648	0.0	0.0	-0.011538803758488592	0.21652045607813591	0.573517519219563	0.0	0.004770485988026235	0.0	0.0	0.0	0.0	0.0	0.0
29	0.0	0.6315805582838598	0.04183792602687639	0.0	0.0	0.0	-0.08432577998146393	0.0	0.0	-0.09762514378850531	0.0	-0.08023362397905368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	0.0	0.5714016425831498	0.0	0.0	0.0	-0.08432577998146393	0.0	0.0	0.005036336612135317	0.0	0.0	-0.09496250563884588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	0.0	0.3438848060582018	0.0	0.0	0.8361236784960498	0.0	0.0	0.0	-0.053587418252008905	0.0	-0.018679549453315278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.005589867945138077	0.0	0.0	0.0	-0.05103720849995491	0.0	0.0	0.0	0.0
41	0.0	0.6859724189866792	0.0	0.0	0.0	0.0	0.005036336612135317	-0.053587418252008905	0.0	0.0	0.1556785508822957	-0.03927565650397139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	0.0	0.0	-0.018683773873049203	0.0	0.0	-0.09762514378850531	0.0	0.0	0.0	0.0	0.0	0.022191634783267716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.5021871377831134	0.0	0.0	0.0	0.0	-0.018679549453315278	0.1556785508822957	0.0	0.0	0.16589612884976265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13052728093947683	0.0	0.0	0.0	-0.06460044663732334	0.0	0.0	0.0	0.0
42	0.0	0.0	0.1454602830412138	0.0	0.0	-0.08023362397905368	-0.09496250563884588	0.0	-0.03927565650397139	0.022191634783267716	0.16589612884976265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.288107061399805	0.146030878726773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.288107061399805	0.0	1.2324294727626501	0.40481137451395743	0.03221196946332347	0.0	1.2401020994832423	0.0	0.81087091813365	0.0	0.19902925870757004	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.07458954595974882	0.12543395421687648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146030878726773	1.2324294727626501	0.0	0.0	0.0	0.049655243796369375	0.575170755278999	0.0	0.0	0.031675584697951044	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40481137451395743	0.0	0.0	0.11224218708631978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03221196946332347	0.0	0.11224218708631978	0.0	0.0	0.0	0.0	0.0	0.0	0.01623516610312209	0.0	0.0	0.09522235156875358	0.008853212348727851	0.0
36	0.0	0.0	0.0	0.061038519990082044	-0.011538803758488592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049655243796369375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.0	0.0	0.0	0.21652045607813591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2401020994832423	0.575170755278999	0.0	0.0	0.0	0.0	0.3043639769693111	0.12246643137071006	0.4408131158272527	0.0	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	0.0	0.0	0.573517519219563	0.0	0.0	-0.005589867945138077	0.0	0.0	-0.13052728093947683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3043639769693111	0.0	0.6905608145757185	0.0	0.0	-0.13220895208068334	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81087091813365	0.0	0.0	0.0	0.0	0.12246643137071006	0.6905608145757185	0.0	0.0	0.3466566580856104	0.0	0.07500486096262077	0.12452350579581592	0.0	0.0
44	0.0	0.0	0.0	0.0	0.004770485988026235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031675584697951044	0.0	0.0	0.0	0.4408131158272527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19902925870757004	0.0	0.0	0.01623516610312209	0.0	0.0	0.0	0.3466566580856104	0.0	0.0	0.0	0.09390215674897728	0.0	0.07526073555384336	0.05417788594288736
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05103720849995491	0.0	0.0	-0.06460044663732334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13220895208068334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07500486096262077	0.0	0.09390215674897728	0.0	0.0	0.00736273764525798	0.0	-0.08559332973465535
52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09522235156875358	0.0	0.0	0.0	0.12452350579581592	0.0	0.0	0.0	0.00736273764525798	0.0	0.02980771013280116	-0.05443729256069054
53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008853212348727851	0.0	0.0	0.0	0.0	0.0	0.07526073555384336	0.0	0.0	0.02980771013280116	0.0	-0.04453246074338822
54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05417788594288736	0.0	-0.08559332973465535	-0.05443729256069054	-0.04453246074338822	0.0
