	7	8	9	18	19	23	34	35	36	30	32	11	14	26	27	44	47	58	41	42	46	31	33	39	45	49	55	56	53	57
7	0.0	0.11297623656609568	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.11297623656609568	0.0	0.7044422538178208	0.9050204129136111	0.9151417603427697	0.5292076632783188	0.3364114477146528	0.560065528111673	0.6451299533458833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.6077036561479006	0.7044422538178208	0.0	0.0	0.0	0.048256178507077974	0.0	0.0	0.0	0.24281132385056628	-0.007103900683422482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.9050204129136111	0.0	0.0	0.0	0.0	0.0	0.0	0.04855143155467366	0.0	0.0	0.004603559047836006	0.0	0.07485581456842365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	0.0	0.9151417603427697	0.0	0.0	0.0	0.0	0.5029028942457239	0.6744989529592822	0.0	0.0	0.0	0.0	0.0	0.46363351117339546	0.0	0.0	0.0	0.0	0.018032772627391447	0.17445582727655815	0.6537775596572267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	0.0	0.5292076632783188	0.048256178507077974	0.0	0.0	0.0	0.1520069484561074	0.0	0.0	0.0	-0.049851350037092665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06532475403924244	0.016167787203861014	0.2076915757611288	0.08734491708223721	-0.0603469757549962	0.0	0.0	0.0	0.0	0.0
34	0.0	0.3364114477146528	0.0	0.0	0.5029028942457239	0.1520069484561074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11834738765478807	0.0	-0.04828989491866478	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	0.0	0.560065528111673	0.0	0.0	0.6744989529592822	0.0	0.0	0.0	-0.036747690533246884	0.0	0.0	0.0	0.0	0.049723937153638785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	0.0	0.6451299533458833	0.0	0.04855143155467366	0.0	0.0	0.0	-0.036747690533246884	0.0	0.0	0.0	0.0	0.0	0.07945262263564828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	0.0	0.0	0.24281132385056628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0340629639875801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5523506522303603	0.08099126318479287	0.0	0.09543272278239899	0.18058760238841398	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	-0.007103900683422482	0.0	0.0	-0.049851350037092665	0.0	0.0	0.0	0.0340629639875801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09523488519908034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7816324290386778	0.14693270443236955	1.288107061399805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7816324290386778	0.0	0.0	0.40481137451395743	0.164302669922062	0.09041926625545005	0.38990555858874487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.07485581456842365	0.46363351117339546	0.0	0.0	0.049723937153638785	0.07945262263564828	0.0	0.0	0.14693270443236955	0.0	0.0	1.2321829449624622	0.0	0.0	0.0	0.0	0.5566377847461114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
