	7	8	10	16	18	19	22	29	30	35	36	11	24	32	33	14	38	39	46	27	31	43	41	48	50	49
7	0.0	0.11297623656609568	0.7044422538178208	0.6332063805339787	0.9050204129136111	0.9151417603427697	0.6336526986897398	0.560065528111673	0.6451299533458833	0.3348099261784638	0.4041840283083634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.11297623656609568	0.0	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.7044422538178208	0.6077036561479006	0.0	0.05646831140139519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.6332063805339787	0.0	0.05646831140139519	0.0	0.0	0.0	-0.07965548582735883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.9050204129136111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04855143155467366	0.0	0.0	0.004603559047836006	0.07485581456842365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	0.9151417603427697	0.0	0.0	0.0	0.0	0.0	0.0	0.6744989529592822	0.0	0.0	0.4971180843559414	0.0	0.46363351117339546	0.17445582727655815	0.0	0.0	0.0	0.0	0.0	0.8052903308023691	0.018032772627391447	0.0	0.0	0.0	0.0	0.0
22	0.6336526986897398	0.0	0.0	-0.07965548582735883	0.0	0.0	0.0	0.0	0.0	0.16825972029325123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.061100072987623405	0.0	0.0	0.0	0.0	0.0	0.0
29	0.560065528111673	0.0	0.0	0.0	0.0	0.6744989529592822	0.0	0.0	-0.036747690533246884	0.0	0.0	0.0	0.049723937153638785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	0.6451299533458833	0.0	0.0	0.0	0.04855143155467366	0.0	0.0	-0.036747690533246884	0.0	0.0	0.0	0.0	0.07945262263564828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	0.3348099261784638	0.0	0.0	0.0	0.0	0.0	0.16825972029325123	0.0	0.0	0.0	-0.0705880189896579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.029372994390658755	0.0	0.0	0.0	0.0	0.0	0.0
36	0.4041840283083634	0.0	0.0	0.0	0.0	0.4971180843559414	0.0	0.0	0.0	-0.0705880189896579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.050327810303991596	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14693270443236955	0.8300671937838978	1.288107061399805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.0	0.0	0.0	0.0	0.07485581456842365	0.46363351117339546	0.0	0.049723937153638785	0.07945262263564828	0.0	0.0	0.14693270443236955	0.0	0.5566377847461114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	0.0	0.0	0.0	0.17445582727655815	0.0	0.0	0.0	0.0	0.0	0.8300671937838978	0.5566377847461114	0.0	0.8258989362725014	0.0	0.0	0.0	0.0	0.0	-0.05853401107783354	0.08262583282219063	0.35476507674525376	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.288107061399805	0.0	0.8258989362725014	0.0	0.40481137451395743	0.07674684312765295	0.12551033698615946	0.0	0.0	0.0	0.0	0.19902925870757004	0.0	0.0	0.0
14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40481137451395743	0.0	0.164302669922062	0.07924630745328048	0.5112645387749791	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07674684312765295	0.164302669922062	0.0	-0.03923900129569802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12551033698615946	0.07924630745328048	-0.03923900129569802	0.0	0.1064099889568374	0.0	0.0	0.0	0.003350102183322823	-0.00491468726442626	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5112645387749791	0.0	0.1064099889568374	0.0	0.0	0.2860378972134143	0.009162659524881878	0.0	0.039515042189345956	0.0	-0.051869528532787
27	0.0	0.0	0.0	0.0	0.0	0.8052903308023691	-0.061100072987623405	0.0	0.0	-0.029372994390658755	-0.050327810303991596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9703027678651905	0.0	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.018032772627391447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05853401107783354	0.0	0.0	0.0	0.0	0.2860378972134143	0.9703027678651905	0.0	0.11065976047036566	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08262583282219063	0.0	0.0	0.0	0.0	0.009162659524881878	0.0	0.11065976047036566	0.0	0.09390215674897728	0.0	-0.11616271816793926	-0.04514758889332045
41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35476507674525376	0.19902925870757004	0.0	0.0	0.003350102183322823	0.0	0.0	0.0	0.09390215674897728	0.0	0.08001404609362361	0.007595100968087631	0.0
48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00491468726442626	0.039515042189345956	0.0	0.0	0.0	0.08001404609362361	0.0	0.10069047259581052	0.03525486250488269
50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11616271816793926	0.007595100968087631	0.10069047259581052	0.0	-0.034734569203507974
49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.051869528532787	0.0	0.0	-0.04514758889332045	0.0	0.03525486250488269	-0.034734569203507974	0.0
