	7	8	9	18	20	25	41	42	43	46	54	33	11	27	37	14	51	55	65	48	29	49	50	47	57	60	30	34	44	53	36	66	61	64
7	0.0	0.11297623656609568	0.5992357799011381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.11297623656609568	0.0	0.7006209865644687	0.9050204129136111	0.9151417603427697	0.5492781731969711	0.33817725304912327	0.4036717836039473	0.5726270280523256	0.6327788295022974	0.7014403943165448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.5992357799011381	0.7006209865644687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0038966476799853766	0.022745075215226673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.9050204129136111	0.0	0.0	0.0	0.1679581949591684	0.0	0.0	0.0	0.0	0.0	0.0	0.004603559047836006	0.0	0.07642909523678441	0.0	0.0	0.0	0.0	0.04855143155467366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.9151417603427697	0.0	0.0	0.0	0.21652045607813591	0.0	0.6104104762264362	0.0	0.0	0.0	0.0	0.0	0.0	0.47639534171451187	0.0	0.0	0.0	0.5967649556381843	0.0	0.3043639769693111	0.018032772627391447	0.17445582727655815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.0	0.5492781731969711	0.0	0.1679581949591684	0.21652045607813591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05204231382165415	0.0	0.0	0.0	0.0	-0.03979661356656031	0.0	0.0	0.0	-0.06632744455452917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.33817725304912327	0.0	0.0	0.0	0.0	0.0	-0.061903482715899	-0.045942154022042936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.039284696753715195	0.0	-0.073571627780686	0.0	0.0	0.0	0.0	0.0
42	0.0	0.4036717836039473	0.0	0.0	0.6104104762264362	0.0	-0.061903482715899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03088505028530364	0.0	0.0	0.0	0.0	0.0	-0.05612374308651388	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.5726270280523256	0.0	0.0	0.0	0.0	-0.045942154022042936	0.0	0.0	-0.0022968752121824143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.025221213330040897	0.0	-0.05640812523859237	0.0	0.0	0.0
