	7	8	9	18	23	27	28	16	11	20	14	25	35	37	21	33	29	30	34	39	40
7	0.0	0.11297623656609568	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.11297623656609568	0.0	0.7044422538178208	0.9050204129136111	0.5492781731969711	0.5292076632783188	0.3387839806990292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.6077036561479006	0.7044422538178208	0.0	0.0	0.0	0.048256178507077974	0.0	0.1505021840782698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.9050204129136111	0.0	0.0	0.1679581949591684	0.0	0.0	0.0	0.004603559047836006	0.7789698495164298	0.0	0.0	0.0	0.0	0.0	0.0	0.07642909523678441	0.061038519990082044	0.0	0.0	0.0
23	0.0	0.5492781731969711	0.0	0.1679581949591684	0.0	0.0	0.7334724819395475	0.0	0.0	0.21652045607813591	0.0	0.0	0.0	0.0	1.0001506548560888	0.0	0.05204231382165415	-0.011538803758488592	0.0	0.0	0.0
27	0.0	0.5292076632783188	0.048256178507077974	0.0	0.0	0.0	0.16668277876910642	0.1656957838732112	0.0	0.0	0.0	0.0	0.0	0.0	-0.05157614319110024	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.3387839806990292	0.0	0.0	0.7334724819395475	0.16668277876910642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03413149739077159	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.1505021840782698	0.0	0.0	0.1656957838732112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06193222411756887	1.5558460375629135	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.8067216990997417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.0	0.0	0.7789698495164298	0.21652045607813591	0.0	0.0	0.0	0.8067216990997417	0.0	0.0	1.2401020994832423	0.0	0.0	0.6635171958964352	0.018032772627391447	0.47639534171451187	0.0	0.17445582727655815	0.0	0.0
14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40481137451395743	0.164302669922062	0.07924630745328048	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2401020994832423	0.40481137451395743	0.0	0.07674684312765295	0.12551033698615946	0.0	0.0	0.0	0.0	0.8258989362725013	0.4370641801201935	0.19902925870757004
35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164302669922062	0.07674684312765295	0.0	-0.03923900129569802	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07924630745328048	0.12551033698615946	-0.03923900129569802	0.0	0.0	0.0	0.0	0.0	0.0	0.09425991235528759	0.003350102183322823
21	0.0	0.0	0.0	0.0	1.0001506548560888	-0.05157614319110024	0.03413149739077159	0.06193222411756887	0.0	0.6635171958964352	0.0	0.0	0.0	0.0	0.0	0.8787280579606129	0.0	0.0	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5558460375629135	0.0	0.018032772627391447	0.0	0.0	0.0	0.0	0.8787280579606129	0.0	0.0	0.0	-0.05853401107783354	0.21681467080635508	0.0
29	0.0	0.0	0.0	0.07642909523678441	0.05204231382165415	0.0	0.0	0.0	0.0	0.47639534171451187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050994506919614414	0.0	0.0	0.0
30	0.0	0.0	0.0	0.061038519990082044	-0.011538803758488592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050994506919614414	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17445582727655815	0.0	0.8258989362725013	0.0	0.0	0.0	-0.05853401107783354	0.0	0.0	0.0	0.135476774594396	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4370641801201935	0.0	0.09425991235528759	0.0	0.21681467080635508	0.0	0.0	0.135476774594396	0.0	0.08778176901168785
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19902925870757004	0.0	0.003350102183322823	0.0	0.0	0.0	0.0	0.0	0.08778176901168785	0.0
