	8	10	37	39	27	44	11	20	33	81	13	62	65	89	90	94	31	47	69	22	46	83	84	85	86	87	25	40	42	72	58	77	82	53	55	74	75	76	78	70	91	92	59	80	61	79	73	93
8	0.0	0.5992357799011381	0.1682450582282449	-0.09754085074611246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.5992357799011381	0.0	0.0	0.5206572087546926	-0.018683773873049203	0.1454602830412138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.1682450582282449	0.0	0.0	0.14982298002887695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03946087338622353	-0.16317695985460276	0.1838604355586204	0.054799647922042144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	-0.09754085074611246	0.5206572087546926	0.14982298002887695	0.0	0.5466128487378075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.14075206302931625	0.0	0.0	0.0	0.6174395730916886	0.0	0.0	0.0	0.0	-0.0943708035715092	-0.2211947519969209	0.5454684160925849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	-0.018683773873049203	0.0	0.5466128487378075	0.0	0.022191634783267716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11557014364825435	-0.042136348583210956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.0	0.1454602830412138	0.0	0.0	0.022191634783267716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09496250563884588	0.0	-0.0941114469438096	0.05982643174068547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0312512391592797	-0.07050152842858781	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004603559047836006	1.288107061399805	0.1455831818838548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.0	0.0	0.0	0.0	0.0	0.004603559047836006	0.0	0.0	0.07459570361427897	0.0	0.0	0.0	0.0	0.0	0.0	0.1679581949591684	0.061038519990082044	1.307532087568172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	1.288107061399805	0.0	0.0	1.2328111423405763	0.40481137451395743	0.0	0.0	0.0	0.0690435691828652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19902925870757004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	0.0	0.0	0.0	0.0	0.0	0.0	0.1455831818838548	0.07459570361427897	1.2328111423405763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07392934139232607	0.0	0.5738497261563859	0.0	0.031473866795700065	0.0	0.0	0.0	0.7604494589752474	0.0	0.0	0.0	0.0	0.0	0.0	0.027387307418919656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
