	8	66	40	22	9	56	57	17	11	12	44	32	33	38	60	47	25	13	26	16	41	42	43	67	54	49	58	55	52	51	59	61	62	68	65
8	0.0	0.47054277488698937	0.11649742123381698	0.40481137451395743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66	0.47054277488698937	0.0	0.06060010983256911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.514184544162628	0.0	0.25239268950802873	0.0	0.04510999527830435	-0.018173617564691158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05235344402787012
40	0.11649742123381698	0.06060010983256911	0.0	0.026290298993378758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0007057925893988459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.40481137451395743	0.0	0.026290298993378758	0.0	1.288107061399805	1.4019872752571172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3871143491969697	0.6276982263289015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	1.288107061399805	0.0	0.43479251264024793	0.1455831818838548	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	0.0	0.0	0.0	1.4019872752571172	0.43479251264024793	0.0	0.03425477471989328	0.0	0.0	0.0	0.0	0.0	0.07845408473046181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5401801842391828	0.0	0.0	0.0	0.607505274923748	0.0	0.1054853602611299	0.0323511528808108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	0.0	0.0	0.0	0.0	0.1455831818838548	0.03425477471989328	0.0	0.07459570361427897	0.0	0.0	0.0	0.07426168683076337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096474346990233	0.0	0.0	0.0	0.027387307418919656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.004603559047836006	0.0	0.07459570361427897	0.0	0.9050204129136111	0.0	0.026628034623867092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04668775803834345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9050204129136111	0.0	0.11297623656609568	0.6414700020449174	0.560065528111673	0.6735490374654913	0.5226305174564875	0.4013810652349725	0.3392738790296856	0.5720607375165988	0.7044422538178208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11297623656609568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026628034623867092	0.6414700020449174	0.0	0.0	0.010621067526723565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03389053326757998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	0.0	0.0	0.0	0.0	0.07426168683076337	0.0	0.560065528111673	0.0	0.010621067526723565	0.0	0.14345460932916346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03557063053885957	0.0	0.0	0.0	0.03500051228199595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.07845408473046181	0.0	0.0	0.6735490374654913	0.0	0.0	0.14345460932916346	0.0	0.6846431475457496	0.0	0.0	0.0	0.0	0.0	0.3276460844043227	0.598457119462732	0.0	0.0	0.0	0.0	0.0	0.010059693648226287	0.0019045004720815994	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5226305174564875	0.0	0.0	0.0	0.6846431475457496	0.0	-0.05988156987676205	0.0	0.0	0.0	0.0	0.3043639769693111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13052728093947683	-0.13220895208068334	-0.04335440512566936	0.0	0.0	0.0	0.0
60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4013810652349725	0.0	0.0	0.0	0.0	-0.05988156987676205	0.0	0.018104678078886632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024896821103265868	0.0	0.0	0.0	0.0
47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3392738790296856	0.0	0.0	0.0	0.0	0.0	0.018104678078886632	0.0	0.03011115377618269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011353457335700146	0.0	0.0	-0.02709807123547421	0.0	-0.0565554277194808	-0.0133452898732625	-0.06992588183361387	0.0	0.0
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5720607375165988	0.0	0.0	0.0	0.0	0.0	0.0	0.03011115377618269	0.0	0.10876105276834283	-0.0843002332791688	0.0	0.0	0.0	0.0	0.0	0.0	-0.08041538669461028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7044422538178208	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.10876105276834283	0.0	-0.0030400462571663345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0843002332791688	-0.0030400462571663345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016354914894680883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.514184544162628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3276460844043227	0.3043639769693111	0.0	0.0	0.0	0.0	0.0	0.0	0.17445582727655815	0.018032772627391447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0	0.5401801842391828	0.0	0.0	0.0	0.0	0.0	0.0	0.598457119462732	0.0	0.0	0.0	0.0	0.0	0.0	0.17445582727655815	0.0	-0.05853401107783349	0.0	0.0	0.08262583282219063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.0	0.25239268950802873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018032772627391447	-0.05853401107783349	0.0	0.0	0.0	0.11065976047036566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0	0.0	0.096474346990233	0.04668775803834345	0.0	0.0	-0.03389053326757998	-0.03557063053885957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	0.0	0.04510999527830435	-0.0007057925893988459	0.3871143491969697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02563985568507654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.053794191531879074	0.017029910168143578
