	17	36	35	90	32	87	88	33	106	100	63	70	101	66	38	92	40	39	68	44	41	67	103	73	102	46	72	71	74	47	81	76	75	77	86	60	49	50	78	80	56	53	54	82	96	95	85	84	64	98	83	105	104	97
17	0.0	0.11628986685763948	0.1894923714279175	0.13628019242202982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	0.11628986685763948	0.0	0.018126191178772955	0.32532846009521954	0.08673240786394022	0.05230313869396955	0.0	0.0	0.0	0.8500253528010356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	0.1894923714279175	0.018126191178772955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.175178168483783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	0.13628019242202982	0.32532846009521954	0.0	0.0	0.0	0.18957160965897712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2923698057119143	0.06016499887396709	0.0	0.0	0.0	0.0242538742912468
32	0.0	0.08673240786394022	0.0	0.0	0.0	0.0036673836532497978	-0.00016567288003542513	0.09099436441498847	0.6310880389532469	0.6333936927732585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	0.0	0.05230313869396955	0.0	0.18957160965897712	0.0036673836532497978	0.0	-0.016976138448771848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06438130108856735
88	0.0	0.0	0.0	0.0	-0.00016567288003542513	-0.016976138448771848	0.0	0.3192206060219089	0.0	0.0	0.11870922967731524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05597460376577951	0.0	0.0	0.0	0.12056483939775468
33	0.0	0.0	0.0	0.0	0.09099436441498847	0.0	0.3192206060219089	0.0	0.6602677502617379	0.0	0.015021873799408003	0.028951240889161844	0.5473954126869521	0.6445940059626485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	0.0	0.0	0.0	0.0	0.6310880389532469	0.0	0.0	0.6602677502617379	0.0	-0.010001430814104862	0.0	0.0	0.0	0.1016095860906923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012054782022697164	0.0	0.0
100	0.0	0.8500253528010356	1.175178168483783	0.0	0.6333936927732585	0.0	0.0	0.0	-0.010001430814104862	0.0	0.0	0.0	0.0	0.0	0.07651044897031631	0.054711703575992435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024349001239708845	0.0	0.0
63	0.0	0.0	0.0	0.0	0.0	0.0	0.11870922967731524	0.015021873799408003	0.0	0.0	0.0	0.06931422754664271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7548838677799276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051997535406829554	-0.005107126346546018	0.0	0.0	0.0	0.0
70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028951240889161844	0.0	0.0	0.06931422754664271	0.0	-0.0834196665785279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060123512253540595	0.0	-0.18513966380811298	0.4209604719719823	0.0	0.0	0.0	0.0	0.0	0.49283110924612616	0.0	0.0	0.0	0.0	0.44743528735133853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.17308504583132542	0.0
101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5473954126869521	0.0	0.0	0.0	-0.0834196665785279	0.0	0.13661866582450155	0.0	0.0	0.0	0.0	0.0	0.05142434012304677	0.0	0.0	0.0	0.0	0.021635792637697937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03991099546231017	0.0
66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6445940059626485	0.1016095860906923	0.0	0.0	0.0	0.13661866582450155	0.0	0.0	0.06998450495109046	0.02210481933796813	0.0	0.0	0.027120786447536675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05416200207147766	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07651044897031631	0.0	0.0	0.0	0.0	0.0	0.03094828158095854	0.09516992744413413	0.03500689434004714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054711703575992435	0.0	0.0	0.0	0.06998450495109046	0.03094828158095854	0.0	0.01680057661636751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019524748246811524	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02210481933796813	0.09516992744413413	0.01680057661636751	0.0	0.0712378797064932	0.10985910056665116	0.013429663932754583	0.019014954235163996	0.13922315637648497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03500689434004714	0.0	0.0712378797064932	0.0	0.04453263398976434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
