	8	47	38	22	9	64	17	11	16	12	40	39	30	58	26	13	19	35	36	53	45	57	31	61	62	63	55	56	59	54	52	49	65	66
8	0.0	0.07924630745328048	0.164302669922062	0.40481137451395743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	0.07924630745328048	0.0	-0.03923900129569802	0.12551033698615946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003350102183322823	0.0	0.0	0.0	0.0	0.09020932067166795
38	0.164302669922062	-0.03923900129569802	0.0	0.07674684312765295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.40481137451395743	0.12551033698615946	0.07674684312765295	0.0	1.288107061399805	0.0	0.0	0.0	1.2401020994832423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8258989362725013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19902925870757004	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	1.288107061399805	0.0	0.14542193688976662	0.004603559047836006	1.0882405389306884	0.8067216990997417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	0.0	0.0	0.0	0.0	0.14542193688976662	0.0	0.07561510754286174	0.0	0.6846006729837619	0.0	0.0	0.09852420713833643	0.07614987176240831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0300069865694741	0.0	0.0	0.0	0.0	0.030127442857509408	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.004603559047836006	0.07561510754286174	0.0	0.9050204129136111	0.0	0.0	0.026628034623867092	0.04668775803834345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	1.0882405389306884	0.0	0.9050204129136111	0.0	0.0	0.11297623656609568	0.6414700020449174	0.6616054234180423	0.560065528111673	0.33959882938032265	0.5723559418898401	0.7044422538178208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	1.2401020994832423	0.8067216990997417	0.6846006729837619	0.0	0.0	0.0	0.0	0.0	0.0	0.6744989529592822	0.0	0.0	0.0	1.432241879618647	0.17445582727655815	0.018032772627391447	0.7094295615077556	0.690186057271862	0.3794376364457563	0.3276460844043227	0.3752102984327419	0.3850961086951221	0.5329796791178475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11297623656609568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.026628034623867092	0.6414700020449174	0.0	0.0	0.0	-0.03389053326757998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.09852420713833643	0.04668775803834345	0.6616054234180423	0.0	0.0	-0.03389053326757998	0.0	-0.03557063053885957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.07614987176240831	0.0	0.560065528111673	0.6744989529592822	0.0	0.0	-0.03557063053885957	0.0	1.0096259203661642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.988880498379441	0.14345460932916346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03500051228199595	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33959882938032265	0.0	0.0	0.0	0.0	1.0096259203661642	0.0	0.3523351189354298	0.0	0.0	0.0	0.0	0.0	-0.047543936172322554	-0.04329631581607796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023411931286549448	0.0	0.0	0.0	0.0
