	8	16	36	47	56	38	22	9	24	17	11	12	23	28	39	13	26	35	34	43	40	31	46	42	45	55	57	58	59	60	51
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004603559047836006	0.0742265192567128	0.0	0.9050204129136111	0.0	0.1679581949591684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9050204129136111	0.0	0.11297623656609568	0.5492781731969711	0.34072346106653234	0.6892712469322603	0.7044422538178208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11297623656609568	0.0	0.0	0.0	0.0	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	0.0	0.21652045607813591	0.0	0.0	0.0	0.0	0.0	0.0	0.05148462260623504	0.1679581949591684	0.5492781731969711	0.0	0.0	0.7910123480273715	0.0	0.0	0.0	0.0	1.1113122558498774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34072346106653234	0.0	0.7910123480273715	0.0	0.028351483608191702	0.0	0.0	0.0	-0.022110341713736416	0.0	0.0	-0.07950218215259897	0.021744235283851457	-0.0636629196816242	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6892712469322603	0.0	0.0	0.028351483608191702	0.0	0.0743931893700909	-0.04869582009336376	0.0	0.0	0.0	0.04567528286891301	-0.0048556255785704855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7044422538178208	0.6077036561479006	0.0	0.0	0.0743931893700909	0.0	-0.0030400462571663345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04869582009336376	-0.0030400462571663345	0.0	0.0	0.0	0.0	-0.12266239590753147	0.01950392348780497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	0.0	0.17445582727655815	-0.05853401107783349	0.08262583282219063	0.0	0.0	0.8258989362725013	0.0	0.556355359218542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35476507674525376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	0.0	0.7037117582741483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1113122558498774	-0.022110341713736416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3509221461363401	0.12963747176695298	0.2534010301530681	0.10809781958864154	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.09390215674897728	0.0	0.01623516610312209	0.19902925870757004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35476507674525376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11680227452628214	0.04882808660593074	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04567528286891301	0.0	-0.12266239590753147	0.0	0.0	0.0	0.0	-0.09269349252595685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.07950218215259897	-0.0048556255785704855	0.0	0.01950392348780497	0.0	0.3509221461363401	0.0	-0.09269349252595685	0.0	0.0	-0.04061053754241931	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021744235283851457	0.0	0.0	0.0	0.0	0.12963747176695298	0.0	0.0	0.0	0.0	-0.04483630314222284	-0.0364016764283983	0.0	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0636629196816242	0.0	0.0	0.0	0.0	0.2534010301530681	0.0	0.0	-0.04061053754241931	-0.04483630314222284	0.0	0.0018507524214642634	0.0	0.0	0.0	0.0	0.0	0.0
45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10809781958864154	0.0	0.0	0.0	-0.0364016764283983	0.0018507524214642634	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	0.0	0.0	0.0	-0.0549899127610983	-0.06436602983128276	0.017680835449590204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015516813411139363	0.0	0.0	0.0	-0.06525118164952336
57	0.0	0.0	0.0	0.0	0.0	-0.010016133415646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11680227452628214	0.0	0.0	0.0	0.0	0.0	0.015516813411139363	0.0	-0.028901982490570438	0.0	-0.049772265348728334	0.03770390618912697
58	0.0	0.0	0.0	0.020028831494946303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04882808660593074	0.0	0.0	0.0	0.0	0.0	0.0	-0.028901982490570438	0.0	-0.018336682714839528	-0.023757944478799337	0.0
59	0.0	0.0	0.0	-0.11616271816793926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.018336682714839528	0.0	-0.04392308358282935	0.0
60	0.0	0.0	0.0	-0.05249840039677753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.049772265348728334	-0.023757944478799337	-0.04392308358282935	0.0	-0.05323436134905402
51	0.0	0.0	0.0	0.09778923233610276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06525118164952336	0.03770390618912697	0.0	0.0	-0.05323436134905402	0.0
