	8	16	36	47	56	38	22	9	24	17	11	12	23	28	39	13	26	35	34	43	40	31	46	42	45	55	57	58	59	60	51
8	0.0	1.237828688903007	0.9697458473666168	0.7999872582006358	0.5861230167174871	0.11224218708631978	0.40481137451395743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	1.237828688903007	0.0	0.018032772627391447	0.0	0.0	0.0	0.0	0.0	0.47527332488788876	0.0	0.0	0.0	0.21652045607813591	0.0	0.0	0.0	0.0	0.17445582727655815	0.7037117582741483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	0.9697458473666168	0.018032772627391447	0.0	0.11065976047036566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05853401107783349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	0.7999872582006358	0.0	0.11065976047036566	0.0	-0.022106687838843855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08262583282219063	0.0	0.09390215674897728	0.0	0.0	0.0	0.0	0.0	-0.0549899127610983	0.0	0.020028831494946303	-0.11616271816793926	-0.05249840039677753	0.09778923233610276
56	0.5861230167174871	0.0	0.0	-0.022106687838843855	0.0	0.25742014362151616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06436602983128276	0.0	0.0	0.0	0.0	0.0
38	0.11224218708631978	0.0	0.0	0.0	0.25742014362151616	0.0	0.03221196946332347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01623516610312209	0.0	0.0	0.0	0.0	0.0	0.017680835449590204	-0.010016133415646	0.0	0.0	0.0	0.0
22	0.40481137451395743	0.0	0.0	0.0	0.0	0.03221196946332347	0.0	1.288107061399805	1.2312702826891007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8258989362725013	0.0	0.19902925870757004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0	1.288107061399805	0.0	0.14661335813699677	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.0	0.47527332488788876	0.0	0.0	0.0	0.0	1.2312702826891007	0.14661335813699677	0.0	0.0742265192567128	0.0	0.0	0.05148462260623504	0.0	0.0	0.0	0.0	0.556355359218542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
