	8	55	44	22	9	66	17	11	12	46	32	72	69	40	36	49	13	26	16	41	42	84	85	38	33	45	63	65	50	52	58	47	51	78	77	70	59	73	75	76	81	80	68	86
8	0.0	0.07924630745328048	0.164302669922062	0.40481137451395743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	0.07924630745328048	0.0	-0.03923900129569802	0.12551033698615946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8347497063721032	0.0	0.0	0.0	0.23172571859407462	0.0	0.0	0.0	0.003350102183322823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08910956334889669	0.06338889348071569	0.0	0.0
44	0.164302669922062	-0.03923900129569802	0.0	0.07674684312765295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.40481137451395743	0.12551033698615946	0.07674684312765295	0.0	1.288107061399805	1.2348995537630287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8258989362725013	0.0	0.0	0.0	0.0	0.0	0.0	0.19902925870757004	1.361739462310618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	1.288107061399805	0.0	0.14542193688976662	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66	0.0	0.0	0.0	1.2348995537630287	0.14542193688976662	0.0	0.07561510754286174	0.0	0.0	0.0	0.07614987176240831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09852420713833643	0.0	0.0300069865694741	0.0	0.0	0.030127442857509408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.004603559047836006	0.07561510754286174	0.0	0.9050204129136111	0.0	0.026628034623867092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04668775803834345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.9050204129136111	0.0	0.11297623656609568	0.6414700020449174	0.560065528111673	0.4013810652349725	0.3377232161727718	0.6360629912620591	0.6282176116206907	0.6892712469322603	0.7044422538178208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11297623656609568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.026628034623867092	0.6414700020449174	0.0	0.0	0.010621067526723565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03389053326757998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	0.0	0.0	0.0	0.07614987176240831	0.0	0.560065528111673	0.0	0.010621067526723565	0.0	1.012917011626485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14345460932916346	-0.03557063053885957	0.0	0.0	0.0	0.0	0.03500051228199595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4013810652349725	0.0	0.0	1.012917011626485	0.0	0.00976808357696704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05988156987676205	0.8342985136974065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01250305692550932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3377232161727718	0.0	0.0	0.0	0.00976808357696704	0.0	0.11006755506254325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.038561403182230836	0.0	0.0	0.0	-0.06488664142340021	0.010539763594155885	-0.052268902754968594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6360629912620591	0.0	0.0	0.0	0.0	0.11006755506254325	0.0	-0.12848465209862842	0.0	0.0	0.17468260577610567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12671891394023535	0.26630503996314303	0.0	0.0	0.0	0.0	0.0	0.0017458980692340031	-0.1072098502255647	0.0	0.0	0.0	0.0	0.0	0.0	0.0
