	8	51	52	40	22	48	9	41	17	16	11	12	23	62	57	27	45	46	13	26	37	38	42	53	54	44	33	59	56	55	61	63	64
8	0.0	0.6708601548607325	0.04808962378291265	0.2030391069330152	0.40481137451395743	1.7762792765468225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	0.6708601548607325	0.0	0.07446901314962343	0.0929665924339227	0.4368056215668659	1.0730916061111626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13524037820278217	0.2165561122530275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	0.04808962378291265	0.07446901314962343	0.0	-0.005011425364527422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.2030391069330152	0.0929665924339227	-0.005011425364527422	0.0	0.05442185243395417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.40481137451395743	0.4368056215668659	0.0	0.05442185243395417	0.0	0.0	1.288107061399805	0.0	0.0	1.2401020994832423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8258989362725013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	1.7762792765468225	1.0730916061111626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3043639769693111	0.5226305174564875	0.0	0.573517519219563	-0.05988156987676205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5685678182077911	0.0	0.0	0.0	0.0	0.0	0.0	-0.13052728093947683	-0.13220895208068334	-0.04335440512566936	0.0	0.0
9	0.0	0.0	0.0	0.0	1.288107061399805	0.0	0.0	0.146030878726773	0.004603559047836006	0.8067216990997417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0	0.0	0.146030878726773	0.0	0.07458954595974882	0.575170755278999	0.0	0.0	0.12543395421687648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031675584697951044	0.08136038544094105	0.0	0.05256669479224689	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.0	0.004603559047836006	0.07458954595974882	0.0	0.0	0.9050204129136111	0.0	0.1679581949591684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04668775803834345	0.026628034623867092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
