	8	85	55	40	22	9	44	67	73	17	11	12	23	64	61	62	59	13	60	26	16	41	42	36	74	32	77	58	45	50	49	70	69	66	81	46	47	53	54	86	82	75	84	88	87
8	0.0	0.5084973518829619	0.09041926625545005	0.164302669922062	0.40481137451395743	1.7816324290386778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	0.5084973518829619	0.0	0.2113399197129023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33923737227383216	1.1380305686533276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14803906539644582	0.0	0.0	0.0	0.0	0.0	-0.07316833197569121	0.0	0.0	0.10099691065545566	0.0	0.003994222107045947
55	0.09041926625545005	0.2113399197129023	0.0	-0.04104847438559217	0.11768640716910395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00042467098425105765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03616342863763303	0.0	0.0	0.0	0.0	0.0
40	0.164302669922062	0.0	-0.04104847438559217	0.0	0.07674684312765295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.40481137451395743	0.0	0.11768640716910395	0.07674684312765295	0.0	1.288107061399805	1.3977504049504386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3871143491969697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	1.7816324290386778	0.0	0.0	0.0	1.288107061399805	0.0	0.4401970269758853	0.2533452251937583	0.14071383932420503	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	1.3977504049504386	0.4401970269758853	0.0	0.028724714363393494	0.0	0.0	0.0	0.0	0.004770485988026235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4408131158272527	0.542396871043998	0.0	0.0	0.0	0.0	0.846176821040448	0.03849123329585704	0.0	0.0	0.0	0.0	0.0	0.6155398472229157	0.7257469243642126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	0.0	0.0	0.0	0.0	0.0	0.2533452251937583	0.028724714363393494	0.0	0.02775031078734031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09990534287005676	0.0	0.0	0.03531379861379221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73	0.0	0.0	0.0	0.0	0.0	0.14071383932420503	0.0	0.02775031078734031	0.0	0.07325175944928011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027644872712069446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
