	8	48	49	50	22	9	59	60	17	11	12	23	70	67	68	31	45	46	13	34	19	16	58	37	38	44	53	54	41	63	71	66	42	52	74	69	77	76	72	78
8	0.0	0.04808962378291265	0.3786829484136188	0.164302669922062	0.40481137451395743	1.7816324290386778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	0.04808962378291265	0.0	-0.01775369925448167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1578384269000897	0.0	0.0	0.09814011491971059	0.0	0.020558239713109216	0.0	0.0	0.0
49	0.3786829484136188	-0.01775369925448167	0.0	-0.008145165136815097	0.15660417314504238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07379066337605675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	0.164302669922062	0.0	-0.008145165136815097	0.0	0.07674684312765295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.40481137451395743	0.0	0.15660417314504238	0.07674684312765295	0.0	1.288107061399805	1.361739462310618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422430784441161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	1.7816324290386778	0.0	0.0	0.0	1.288107061399805	0.0	0.2533452251937583	0.14542193688976662	0.004603559047836006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	0.0	0.0	0.0	0.0	1.361739462310618	0.2533452251937583	0.0	0.0300069865694741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5329796791178475	0.6588347442078728	0.0	0.0	0.0	0.0	0.023606760449391362	0.0	0.0	0.0	0.7513232201270357	0.0	0.03531379861379221	0.0	0.0	0.0	0.0	0.0	0.0
60	0.0	0.0	0.0	0.0	0.0	0.14542193688976662	0.0300069865694741	0.0	0.07561510754286174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09530585586315107	0.0	0.0	0.0	0.08037289867757118	0.030127442857509408	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.004603559047836006	0.0	0.07561510754286174	0.0	0.9050204129136111	0.0	0.1679581949591684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04855143155467366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9050204129136111	0.0	0.11297623656609568	0.5492781731969711	0.4013810652349725	0.3377232161727718	0.5672930575204697	0.6336526986897398	0.6327788295022974	0.7014803822915356	0.7044422538178208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11297623656609568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6077036561479006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
