	17	36	35	52	88	85	21	22	24	67	68	69	74	45	94	108	84	54	70	76	77	78	34	60	59	107	109	97	90	91	40	98	65	64	61	93	46	73	71	50	104	101	82	81	83	105	106	87	92	110	100	99	75	102	103	89
17	0.0	0.11628986685763948	0.1894923714279175	0.3197865668069204	0.13628019242202982	0.07634165830272877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	0.11628986685763948	0.0	0.018126191178772955	0.0	0.0	0.0786440007772981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8423912482449929	0.0217621530986937	0.02114152133170305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	0.1894923714279175	0.018126191178772955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1594485355190156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	0.3197865668069204	0.0	0.0	0.0	-0.019564035629292098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.18054792221480925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.15595835882064135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16384412343381635	-0.16613162088231873	-0.3443027755865491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	0.13628019242202982	0.0	0.0	-0.019564035629292098	0.0	0.19601653379571804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16773442547368367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03145096101624269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	0.07634165830272877	0.0786440007772981	0.0	0.0	0.19601653379571804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1000974054296718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07704250647177424	0.028078887620787335	0.0729417490970051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05914364177308468
21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.061434010754574636	-0.09059465341402323	0.023828487183416402	-0.03530338961368509	0.16338368147432691	0.5295967022928695	0.8368627947741764	0.7506311643231062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.0	0.0	0.0	0.0	0.0	-0.061434010754574636	0.0	-0.023846004644854257	0.0	0.0	0.0	0.0	0.0	0.5609014440847471	0.6419175785660626	0.5743373907219493	0.5547807278517685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.0	0.0	0.0	0.0	0.0	0.0	-0.09059465341402323	-0.023846004644854257	0.0	-0.0019074463253099389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28379238228843007	0.18296830489543583	0.6190589576697769	0.6270882183597782	0.7595437060439909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	0.0	0.0	0.0	0.0	0.0	0.0	0.023828487183416402	0.0	-0.0019074463253099389	0.0	0.021331147625222507	0.08739744699689184	0.0	0.0	0.0	0.0	0.0	0.0	0.23343968576886062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	0.0	0.0	0.0	0.0	0.0	0.0	-0.03530338961368509	0.0	0.0	0.021331147625222507	0.0	0.04568802334921568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	0.0	0.0	0.0	0.0	0.0	0.0	0.16338368147432691	0.0	0.0	0.08739744699689184	0.04568802334921568	0.0	0.09825955769442442	0.0	0.0	0.0	0.0	0.0	0.020742117518362885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.016983058972153728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031884539820897367	0.0	0.0	0.0	0.0	0.0
