	4	6	24	27	9	15	19	25	26	12	13	14	21	23	29	30
4	0.0	0.5286130869136653	0.28704122001911914	0.6105931262995397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.5286130869136653	0.0	0.5382768019389277	0.7262453560153675	0.2562168402432642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.28704122001911914	0.5382768019389277	0.0	-0.06763902545810299	0.4315758841332946	0.7231591102641228	0.0	0.3627933892459476	0.7483123333875004	0.0	0.0	0.0	0.0	-0.2225403496791726	-0.19800169277640645	0.21571611556355963
27	0.6105931262995397	0.7262453560153675	-0.06763902545810299	0.0	0.5637335015974803	0.8880069074590896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19654852398105513	0.0
9	0.0	0.2562168402432642	0.4315758841332946	0.5637335015974803	0.0	0.18268670952337976	0.09158458101408934	0.14125362559538665	0.7685698241985576	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.0	0.0	0.7231591102641228	0.8880069074590896	0.18268670952337976	0.0	0.09287580979896135	0.10200683775781821	0.560844088409413	0.0	0.0	0.0	0.0	0.0	0.870449996843394	0.0
19	0.0	0.0	0.0	0.0	0.09158458101408934	0.09287580979896135	0.0	-0.08733683728205828	-0.10062918458366754	0.0	0.9797821122395265	0.6284854557054741	0.0	0.0	0.6799366023757076	0.0
25	0.0	0.0	0.3627933892459476	0.0	0.14125362559538665	0.10200683775781821	-0.08733683728205828	0.0	-0.14029851281726982	0.0	0.0	0.6496027537893136	0.0	0.5014991365590509	0.5288171176021487	0.0
26	0.0	0.0	0.7483123333875004	0.0	0.7685698241985576	0.560844088409413	-0.10062918458366754	-0.14029851281726982	0.0	0.0	0.9905697769430917	0.6689836040743222	0.0	0.5465952645975556	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030157692245624923	0.2766833071749609	0.3127423171422019	-0.05462244397614857	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0	0.0	0.9797821122395265	0.0	0.9905697769430917	0.030157692245624923	0.0	0.17466895303451924	0.6934718416590155	0.6559575961250115	0.0	0.0
14	0.0	0.0	0.0	0.0	0.0	0.0	0.6284854557054741	0.6496027537893136	0.6689836040743222	0.2766833071749609	0.17466895303451924	0.0	0.6338460963044487	0.7088962768228457	1.8553815144805705	1.2481007178120418
21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3127423171422019	0.6934718416590155	0.6338460963044487	0.0	-0.17147764773582366	0.0	0.143176920635202
23	0.0	0.0	-0.2225403496791726	0.0	0.0	0.0	0.0	0.5014991365590509	0.5465952645975556	-0.05462244397614857	0.6559575961250115	0.7088962768228457	-0.17147764773582366	0.0	-0.08274381948544635	0.00837526699855895
29	0.0	0.0	-0.19800169277640645	0.19654852398105513	0.0	0.870449996843394	0.6799366023757076	0.5288171176021487	0.0	0.0	0.0	1.8553815144805705	0.0	-0.08274381948544635	0.0	0.15821443112293415
30	0.0	0.0	0.21571611556355963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2481007178120418	0.143176920635202	0.00837526699855895	0.15821443112293415	0.0
