N	sigma	esponente	perc
50	0.06309573444801933	5	0.9043786118961438
50	0.06309573444801933	5	0.9170923453059796
50	0.06309573444801933	5	0.8656645368352216
50	0.06309573444801933	10	0.9262447456035237
50	0.06309573444801933	10	0.9676754164709799
50	0.06309573444801933	10	0.9605393718281441
50	0.06309573444801933	10	0.9505578117597976
50	0.06309573444801933	10	0.9192942583095045
50	0.06309573444801933	10	0.9709481567689159
50	0.06309573444801933	20	0.9418558215219838
50	0.06309573444801933	20	0.9449993961867403
50	0.06309573444801933	20	0.9521943908331242
50	0.06309573444801933	20	0.9404072932920213
50	0.06309573444801933	20	0.986617330790264
50	0.06309573444801933	20	0.9557086717013473
50	0.06309573444801933	30	0.9493302665298606
50	0.06309573444801933	30	0.9914069069620601
50	0.06309573444801933	30	0.9463335822361487
50	0.06309573444801933	30	0.9664780048639473
50	0.06309573444801933	30	0.965596695220414
50	0.06309573444801933	30	0.9808831771627964
50	0.06309573444801933	40	0.9564429045130524
50	0.06309573444801933	40	0.9789180260984777
50	0.06309573444801933	40	0.9797788910670752
50	0.06309573444801933	40	0.9749944530774328
50	0.06309573444801933	40	0.9503971658246164
50	0.06309573444801933	40	0.9956375377859796
50	0.06309573444801933	50	0.9924955482225352
50	0.06309573444801933	50	0.9707355931350796
50	0.06309573444801933	50	0.9704827896887142
50	0.06309573444801933	50	0.9525719222857048
50	0.06309573444801933	50	0.9874402662710121
50	0.06309573444801933	50	0.9933371587525619
50	0.1	1	0.5920492192349296
50	0.1	1	0.5986621935355357
50	0.1	1	0.5880184890189315
50	0.1	1	0.5899250071459986
50	0.1	1	0.566774751625591
50	0.1	1	0.5667540245919069
50	0.1	5	0.7451898713554962
50	0.1	5	0.7819842239683212
50	0.1	5	0.8223109434876679
50	0.1	5	0.7768052956546735
50	0.1	5	0.731926417775375
50	0.1	5	0.8614660016863233
50	0.1	10	0.8371876676881067
50	0.1	10	0.878991622877548
50	0.1	10	0.8743664095148077
50	0.1	10	0.8873926175596766
50	0.1	10	0.8125020908496906
50	0.1	10	0.7815897770623804
50	0.1	20	0.8673238110819478
50	0.1	20	0.8133695657358465
50	0.1	20	0.8834616757013817
50	0.1	20	0.8291384830787512
50	0.1	20	0.8894813916275353
50	0.1	20	0.9406028110819437
50	0.1	30	0.8146854647431715
50	0.1	30	0.9350317271085434
50	0.1	30	0.8900231283878666
50	0.1	30	0.9146265354215922
50	0.1	30	0.8744373372644995
50	0.1	30	0.9461198321985562
50	0.1	40	0.9178347017055574
50	0.1	40	0.914575115335718
50	0.1	40	0.9242425957234609
50	0.1	40	0.8779396035135673
50	0.1	40	0.8971067248822433
50	0.1	40	0.9176082142823009
50	0.1	50	0.9792500906636965
50	0.1	50	0.8404254416677691
50	0.1	50	0.9316382194444869
50	0.1	50	0.8753093059329756
50	0.1	50	0.937275039880869
50	0.1	50	0.9045073680220379
50	0.15848931924611143	1	0.5572308454913381
50	0.15848931924611143	1	0.5354785887652745
50	0.15848931924611143	1	0.5630158904242715
50	0.15848931924611143	1	0.5574779040517677
50	0.15848931924611143	1	0.5276657642429017
50	0.15848931924611143	1	0.589764421599793
50	0.15848931924611143	5	0.624345220839115
50	0.15848931924611143	5	0.6537046099045339
50	0.15848931924611143	5	0.6421569578988866
50	0.15848931924611143	5	0.6485110558257251
50	0.15848931924611143	5	0.6218970746206534
50	0.15848931924611143	5	0.6495026661778495
50	0.15848931924611143	10	0.6887899960078051
50	0.15848931924611143	10	0.7281637177758095
50	0.15848931924611143	10	0.7230364436660838
50	0.15848931924611143	10	0.7310750639873549
50	0.15848931924611143	10	0.786420901020046
50	0.15848931924611143	10	0.7180840578786392
50	0.15848931924611143	20	0.7691729113842962
50	0.15848931924611143	20	0.7901115555483234
50	0.15848931924611143	20	0.7419352563689555
50	0.15848931924611143	20	0.7259288206792114
50	0.15848931924611143	20	0.8003909956140276
50	0.15848931924611143	20	0.7607799303841777
50	0.15848931924611143	30	0.8094243223124515
50	0.15848931924611143	30	0.8344413440823946
50	0.15848931924611143	30	0.7580897280178067
50	0.15848931924611143	30	0.7616808742408426
50	0.15848931924611143	30	0.8255013861716559
50	0.15848931924611143	30	0.8339414105388785
50	0.15848931924611143	40	0.8177828232098548
50	0.15848931924611143	40	0.7983959234755186
50	0.15848931924611143	40	0.7701424267874962
50	0.15848931924611143	40	0.8336057824025975
50	0.15848931924611143	40	0.8662532870025196
50	0.15848931924611143	40	0.7305981069909289
50	0.15848931924611143	50	0.8258798878080822
50	0.15848931924611143	50	0.9024822409390874
50	0.15848931924611143	50	0.7197491638744942
50	0.15848931924611143	50	0.7941638214385606
50	0.15848931924611143	50	0.8068458863080606
50	0.15848931924611143	50	0.7057536258752335
50	0.25118864315095807	1	0.5427022039141634
50	0.25118864315095807	1	0.5378176455183213
50	0.25118864315095807	1	0.5199871478653394
50	0.25118864315095807	1	0.5379402704794455
50	0.25118864315095807	1	0.519675484736827
50	0.25118864315095807	1	0.5211015005363658
50	0.25118864315095807	5	0.5640384849364124
50	0.25118864315095807	5	0.5484198922667228
50	0.25118864315095807	5	0.6431380627351798
50	0.25118864315095807	5	0.585393008586827
50	0.25118864315095807	5	0.5899937300064818
50	0.25118864315095807	5	0.6157941416866121
50	0.25118864315095807	10	0.6508022634048023
50	0.25118864315095807	10	0.6295877009574105
50	0.25118864315095807	10	0.5893811769903785
50	0.25118864315095807	10	0.6094626579174034
50	0.25118864315095807	10	0.6313745986236459
50	0.25118864315095807	10	0.6609532833611131
50	0.25118864315095807	20	0.6726945723299165
50	0.25118864315095807	20	0.7031755372118429
50	0.25118864315095807	20	0.8433963230906955
50	0.25118864315095807	20	0.752531621955543
50	0.25118864315095807	20	0.6736737848071661
50	0.25118864315095807	20	0.697098687179806
50	0.25118864315095807	30	0.6511122809095423
50	0.25118864315095807	30	0.6743686862196541
50	0.25118864315095807	30	0.6912213799011052
50	0.25118864315095807	30	0.8101928602592996
50	0.25118864315095807	30	0.6330999062198404
50	0.25118864315095807	30	0.7011945638889011
50	0.25118864315095807	40	0.7722160774571566
50	0.25118864315095807	40	0.749954668681077
50	0.25118864315095807	40	0.7157311162658336
50	0.25118864315095807	40	0.5767896859116316
50	0.25118864315095807	40	0.6748727985001091
50	0.25118864315095807	40	0.5687222087135285
50	0.25118864315095807	50	0.7302972784023608
50	0.25118864315095807	50	0.6444440890876919
50	0.25118864315095807	50	0.7061748805366812
50	0.25118864315095807	50	0.8066852857260353
50	0.25118864315095807	50	0.6393168530271823
50	0.25118864315095807	50	0.7510619901876716
50	0.3981071705534973	1	0.5155310947432952
50	0.3981071705534973	1	0.5104919585874617
50	0.3981071705534973	1	0.5267433953039589
50	0.3981071705534973	1	0.5218789431439236
50	0.3981071705534973	1	0.5431988275914615
50	0.3981071705534973	1	0.5156851279000594
50	0.3981071705534973	5	0.5698317185044661
50	0.3981071705534973	5	0.5407887053923897
50	0.3981071705534973	5	0.553587703032034
50	0.3981071705534973	5	0.5695921063065091
50	0.3981071705534973	5	0.5680090146671191
50	0.3981071705534973	5	0.5776280889345111
50	0.3981071705534973	10	0.5942921085431269
50	0.3981071705534973	10	0.5897792711471679
50	0.3981071705534973	10	0.5671417252300772
50	0.3981071705534973	10	0.6246657851070705
50	0.3981071705534973	10	0.5723888501655356
50	0.3981071705534973	10	0.5662666582502224
50	0.3981071705534973	20	0.5606810410798714
50	0.3981071705534973	20	0.6363272174059195
50	0.3981071705534973	20	0.6702774127055141
50	0.3981071705534973	20	0.5746813256052996
50	0.3981071705534973	20	0.5887812072130575
50	0.3981071705534973	20	0.5762732139155052
50	0.3981071705534973	30	0.5856692304569621
50	0.3981071705534973	30	0.6388370996242675
50	0.3981071705534973	30	0.6441815270043835
50	0.3981071705534973	30	0.5859182001738118
50	0.3981071705534973	30	0.584677591316327
50	0.3981071705534973	30	0.6572483175455863
50	0.3981071705534973	40	0.7061884536989067
50	0.3981071705534973	40	0.6709036066835324
50	0.3981071705534973	40	0.5806972307326376
50	0.3981071705534973	40	0.6576890628559982
50	0.3981071705534973	40	0.6504396171058453
50	0.3981071705534973	40	0.6397938549837074
50	0.3981071705534973	50	0.6855301184383197
50	0.3981071705534973	50	0.6405725212301406
50	0.3981071705534973	50	0.7576368154529847
50	0.3981071705534973	50	0.6310790219522735
50	0.3981071705534973	50	0.624467292988741
50	0.3981071705534973	50	0.6501968406187477
50	0.6309573444801934	1	0.5204493769660402
50	0.6309573444801934	1	0.5107203245502436
50	0.6309573444801934	1	0.5145811408671214
50	0.6309573444801934	1	0.5125963894455238
50	0.6309573444801934	1	0.5158884757237033
50	0.6309573444801934	1	0.5104773440823192
50	0.6309573444801934	5	0.5407379124957993
50	0.6309573444801934	5	0.5344227328772484
50	0.6309573444801934	5	0.5371101078117765
50	0.6309573444801934	5	0.5353279202420957
50	0.6309573444801934	5	0.533861291873619
50	0.6309573444801934	5	0.5414041524152481
50	0.6309573444801934	10	0.528346576517237
50	0.6309573444801934	10	0.5367238424593324
50	0.6309573444801934	10	0.5056657790506949
50	0.6309573444801934	10	0.5319850075170941
50	0.6309573444801934	10	0.6194527217967939
50	0.6309573444801934	10	0.6150335884674721
50	0.6309573444801934	20	0.5357225216828696
50	0.6309573444801934	20	0.5248650806480654
50	0.6309573444801934	20	0.5724803537003778
50	0.6309573444801934	20	0.6229877343500256
50	0.6309573444801934	20	0.5622153129534387
50	0.6309573444801934	20	0.5446747076916556
50	0.6309573444801934	30	0.5310810963239717
50	0.6309573444801934	30	0.5279421764483252
50	0.6309573444801934	30	0.5795670763479674
50	0.6309573444801934	30	0.5977762462595659
50	0.6309573444801934	30	0.5816176644281273
50	0.6309573444801934	30	0.5410267619371305
50	0.6309573444801934	40	0.6319515275391073
50	0.6309573444801934	40	0.5228055667278091
50	0.6309573444801934	40	0.5717330956698695
50	0.6309573444801934	40	0.5464686735035156
50	0.6309573444801934	40	0.5979014945027201
50	0.6309573444801934	40	0.6056955815258587
50	0.6309573444801934	50	0.5180401069931921
50	0.6309573444801934	50	0.5712093474582569
50	0.6309573444801934	50	0.6240685430733697
50	0.6309573444801934	50	0.5383832995021371
50	0.6309573444801934	50	0.617691884923048
50	0.6309573444801934	50	0.5613075045241404
50	1.0	1	0.510626815759698
50	1.0	1	0.5065613911026812
50	1.0	1	0.5102098126077621
50	1.0	1	0.5123735793749681
50	1.0	1	0.5104991959772043
50	1.0	1	0.5095993807191939
50	1.0	5	0.507587448613702
50	1.0	5	0.5145430424111245
50	1.0	5	0.5177971010166558
50	1.0	5	0.5202859447131234
50	1.0	5	0.5275317313385307
50	1.0	5	0.5291254361238227
50	1.0	10	0.5291675523761764
50	1.0	10	0.5607688264388168
50	1.0	10	0.5114840097016572
50	1.0	10	0.5157369268006571
50	1.0	10	0.525489893196937
50	1.0	10	0.5384590402290373
50	1.0	20	0.5406661368210194
50	1.0	20	0.5286928049747192
50	1.0	20	0.5196568894009207
50	1.0	20	0.5347977770465044
50	1.0	20	0.5485536817378555
50	1.0	20	0.5424577132283215
50	1.0	30	0.6187508614483545
50	1.0	30	0.55241962110177
50	1.0	30	0.5706479333048227
50	1.0	30	0.5518382573205869
50	1.0	30	0.5274589430614083
50	1.0	30	0.5509133970137301
50	1.0	40	0.4989283817281516
50	1.0	40	0.5483874543908024
50	1.0	40	0.5440441864332973
50	1.0	40	0.5378674947278259
50	1.0	40	0.5560450348327179
50	1.0	40	0.567976806902352
50	1.0	50	0.5510471604410491
50	1.0	50	0.5738048412327341
50	1.0	50	0.5368037721232785
50	1.0	50	0.5246199598402919
50	1.0	50	0.51332110919451
50	1.0	50	0.6098590985316761
100	0.01	1	0.9288941384586782
100	0.01	1	0.929105857503243
100	0.01	1	0.9419933915841221
100	0.01	1	0.9327840497686966
100	0.01	1	0.9298289743487014
100	0.01	1	0.9301998711912159
100	0.01	5	0.9996016380836524
100	0.01	5	0.9998947401213423
100	0.01	5	0.9995808705450633
100	0.01	5	0.9998107151946514
100	0.01	5	0.9972079654870476
100	0.01	5	0.9994130590219523
100	0.01	10	0.9999801599528034
100	0.01	10	0.9999441454140454
100	0.01	10	0.999083568816468
100	0.01	10	0.9999370054121227
100	0.01	10	0.9999335773681406
100	0.01	10	0.9999656896305883
100	0.01	20	0.9999998875548353
100	0.01	20	0.9999998290243395
100	0.01	20	0.9999993824098702
100	0.01	20	0.9999999531819158
100	0.01	20	0.9999977415478969
100	0.01	20	0.9999992121849296
100	0.01	30	0.999999968468598
100	0.01	30	0.9999997532087358
100	0.01	30	0.9999999484827888
100	0.01	30	0.9999999068392821
100	0.01	30	0.9999999982844896
100	0.01	30	0.9999999397345063
100	0.01	40	0.999999999399553
100	0.01	40	0.999999986095852
100	0.01	40	0.9999999999300018
100	0.01	40	0.9999999983305443
100	0.01	40	0.9999998024351505
100	0.01	40	0.9999999999669518
100	0.01	50	0.9999999996374225
100	0.01	50	0.9999999999884633
100	0.01	50	0.9999999997762383
100	0.01	50	0.9999999935999622
100	0.01	50	0.999999997195407
100	0.01	50	0.9999999999433352
100	0.015848931924611134	1	0.8994933329379682
100	0.015848931924611134	1	0.8860306350115673
100	0.015848931924611134	1	0.8922619935384062
100	0.015848931924611134	1	0.8903189198342271
100	0.015848931924611134	1	0.8830605734688542
100	0.015848931924611134	1	0.8931542584281531
100	0.015848931924611134	5	0.9979688450602336
100	0.015848931924611134	5	0.9991501454848528
100	0.015848931924611134	5	0.998371810316769
100	0.015848931924611134	5	0.9989814524913795
100	0.015848931924611134	5	0.9983665448396689
100	0.015848931924611134	5	0.9982545858513698
100	0.015848931924611134	10	0.9993546755208823
100	0.015848931924611134	10	0.9997623333591455
100	0.015848931924611134	10	0.9998148723383362
100	0.015848931924611134	10	0.9995203463084975
100	0.015848931924611134	10	0.9999455371301279
100	0.015848931924611134	10	0.9980468967608094
100	0.015848931924611134	20	0.9999931216536956
100	0.015848931924611134	20	0.9999819835022221
100	0.015848931924611134	20	0.9999857679115783
100	0.015848931924611134	20	0.9999602125202619
100	0.015848931924611134	20	0.9999512087804158
100	0.015848931924611134	20	0.9999624820834292
100	0.015848931924611134	30	0.9999988596204342
100	0.015848931924611134	30	0.9999378646166464
100	0.015848931924611134	30	0.9999928031875318
100	0.015848931924611134	30	0.9999990683359834
100	0.015848931924611134	30	0.9999936190908751
100	0.015848931924611134	30	0.9999989817983084
100	0.015848931924611134	40	0.9999711786194172
100	0.015848931924611134	40	0.9999982451606811
100	0.015848931924611134	40	0.9999934920850592
100	0.015848931924611134	40	0.9999995044999911
100	0.015848931924611134	40	0.9999946130640094
100	0.015848931924611134	40	0.9999995432289199
100	0.015848931924611134	50	0.9999999078794168
100	0.015848931924611134	50	0.9999934927334116
100	0.015848931924611134	50	0.9999999403883459
100	0.015848931924611134	50	0.9999999723451259
100	0.015848931924611134	50	0.9999995762296855
100	0.015848931924611134	50	0.99999992217535
100	0.025118864315095794	1	0.8491034482300839
100	0.025118864315095794	1	0.8389307426375552
100	0.025118864315095794	1	0.7993216824116616
100	0.025118864315095794	1	0.8201299083195445
100	0.025118864315095794	1	0.8106966943241769
100	0.025118864315095794	1	0.7904319071352548
100	0.025118864315095794	5	0.9885244195059781
100	0.025118864315095794	5	0.9907350725082351
100	0.025118864315095794	5	0.9921281085815684
100	0.025118864315095794	5	0.9886251725897287
100	0.025118864315095794	5	0.996032275764838
100	0.025118864315095794	5	0.9847091562063965
100	0.025118864315095794	10	0.996202730874567
100	0.025118864315095794	10	0.9974886303132313
100	0.025118864315095794	10	0.998079317253148
100	0.025118864315095794	10	0.9975692155283081
100	0.025118864315095794	10	0.998177951777248
100	0.025118864315095794	10	0.9980923156742999
100	0.025118864315095794	20	0.9987980186573177
100	0.025118864315095794	20	0.9955932560756052
100	0.025118864315095794	20	0.9998417547767391
100	0.025118864315095794	20	0.9984236579702768
100	0.025118864315095794	20	0.9997590338949748
100	0.025118864315095794	20	0.9981339317991907
100	0.025118864315095794	30	0.9997567532037428
100	0.025118864315095794	30	0.9997289829269831
100	0.025118864315095794	30	0.9996015757851087
100	0.025118864315095794	30	0.9997779330015957
100	0.025118864315095794	30	0.9985338636874369
100	0.025118864315095794	30	0.9977567356652454
100	0.025118864315095794	40	0.9995915175493869
100	0.025118864315095794	40	0.9997679955246297
100	0.025118864315095794	40	0.999478983851925
100	0.025118864315095794	40	0.9999566459512217
100	0.025118864315095794	40	0.9999708106366365
100	0.025118864315095794	40	0.9994826756035665
100	0.025118864315095794	50	0.9999776880494666
100	0.025118864315095794	50	0.9999991751760038
100	0.025118864315095794	50	0.9999915748031232
100	0.025118864315095794	50	0.9997240934389842
100	0.025118864315095794	50	0.9991013156670774
100	0.025118864315095794	50	0.9999758412113847
100	0.039810717055349734	1	0.724278494175433
100	0.039810717055349734	1	0.7571981958309036
100	0.039810717055349734	1	0.7683708135626388
100	0.039810717055349734	1	0.7425087345262764
100	0.039810717055349734	1	0.7196940699618944
100	0.039810717055349734	1	0.7434540540410386
100	0.039810717055349734	5	0.9700542996690371
100	0.039810717055349734	5	0.9671310522999051
100	0.039810717055349734	5	0.9691420726908826
100	0.039810717055349734	5	0.9704241940193763
100	0.039810717055349734	5	0.9781896191967484
100	0.039810717055349734	5	0.9718959066130676
100	0.039810717055349734	10	0.988975667718982
100	0.039810717055349734	10	0.9924254758470865
100	0.039810717055349734	10	0.9888524603048655
100	0.039810717055349734	10	0.9860981066820257
100	0.039810717055349734	10	0.9862225754424434
100	0.039810717055349734	10	0.9921777777019866
100	0.039810717055349734	20	0.9930597555033037
100	0.039810717055349734	20	0.9876944337520206
100	0.039810717055349734	20	0.9843834297521424
100	0.039810717055349734	20	0.9938359283332543
100	0.039810717055349734	20	0.9939583111965591
100	0.039810717055349734	20	0.9985940519032475
100	0.039810717055349734	30	0.9951891337053987
100	0.039810717055349734	30	0.9876306574926926
100	0.039810717055349734	30	0.9872108080256202
100	0.039810717055349734	30	0.99760902121428
100	0.039810717055349734	30	0.992844469405924
100	0.039810717055349734	30	0.9974364289676314
100	0.039810717055349734	40	0.9987198985386598
100	0.039810717055349734	40	0.9973556713206224
100	0.039810717055349734	40	0.9976137701318921
100	0.039810717055349734	40	0.9917762451198537
100	0.039810717055349734	40	0.9967055608448506
100	0.039810717055349734	40	0.9935575726243522
100	0.039810717055349734	50	0.9997533463399874
100	0.039810717055349734	50	0.9984653205997478
100	0.039810717055349734	50	0.9973470896117045
100	0.039810717055349734	50	0.9962348651112369
100	0.039810717055349734	50	0.9892851851419525
100	0.039810717055349734	50	0.998278470912885
100	0.06309573444801933	1	0.6498649751780211
100	0.06309573444801933	1	0.6388268094073528
100	0.06309573444801933	1	0.6395953046904207
100	0.06309573444801933	1	0.672939252034369
100	0.06309573444801933	1	0.6414422870611258
100	0.06309573444801933	1	0.5912969476833457
100	0.06309573444801933	5	0.8782451639820616
100	0.06309573444801933	5	0.9219108115565664
100	0.06309573444801933	5	0.9360925804290455
100	0.06309573444801933	5	0.7834688450188523
100	0.06309573444801933	5	0.9055119637394812
100	0.06309573444801933	5	0.8971509961556321
100	0.06309573444801933	10	0.932208015535708
100	0.06309573444801933	10	0.9509174306729108
100	0.06309573444801933	10	0.956455457559371
100	0.06309573444801933	10	0.9611175605036429
100	0.06309573444801933	10	0.9293588043679958
100	0.06309573444801933	10	0.9404108867617553
100	0.06309573444801933	20	0.9734769494370137
100	0.06309573444801933	20	0.9620566425928967
100	0.06309573444801933	20	0.9348133285048998
100	0.06309573444801933	20	0.9475010459248333
100	0.06309573444801933	20	0.9691787858254083
100	0.06309573444801933	20	0.9610303561874259
100	0.06309573444801933	30	0.9485515568913685
100	0.06309573444801933	30	0.9620781957238187
100	0.06309573444801933	30	0.9657303899712325
100	0.06309573444801933	30	0.9527786380867558
100	0.06309573444801933	30	0.9705991259134158
100	0.06309573444801933	30	0.9847445960352129
100	0.06309573444801933	40	0.9707603632167253
100	0.06309573444801933	40	0.9873790469399918
100	0.06309573444801933	40	0.9467254925656202
100	0.06309573444801933	40	0.9488049944192506
100	0.06309573444801933	40	0.9782714147883863
100	0.06309573444801933	40	0.9775056418639478
100	0.06309573444801933	50	0.9764516691264327
100	0.06309573444801933	50	0.9774856880002892
100	0.06309573444801933	50	0.9864054731483881
100	0.06309573444801933	50	0.9827712596589728
100	0.06309573444801933	50	0.9611290627516744
100	0.06309573444801933	50	0.9776596490194083
100	0.1	1	0.5808018051979231
100	0.1	1	0.6057354460207616
100	0.1	1	0.5730334726373663
100	0.1	1	0.5859919787206979
100	0.1	1	0.5948948067649611
100	0.1	1	0.6059531252720581
