time	father	part_number	neighbors	leaf	vertici	box
1.3837885831237107	4	10	[9, 14, 11, 12, nan, nan]	True	[[[-0.3805673850246102, -0.05746913693547953], [0.06327842507096988, -0.05462838718248227]], [[0.06327842507096988, -0.05462838718248227], [0.04583295566400373, 0.00390053834707941]], [[0.04583295566400373, 0.00390053834707941], [0.03518208844314654, 0.03963381670448923]], [[0.03518208844314654, 0.03963381670448923], [-0.05419348517729302, 0.33948566766722377]], [[-0.05419348517729302, 0.33948566766722377], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.05746913693547953]]]	[[-0.3805673850246102, -0.05746913693547953], [0.06327842507096988, -0.05462838718248227], [0.04583295566400373, 0.00390053834707941], [-0.05419348517729302, 0.33948566766722377], [-0.3805673850246102, 0.3394856676672239]]
1.437552184800568	7	11	[12, 10, 14, 13, nan]	True	[[[0.11368301555109302, 0.33948566766722393], [0.03518208844314654, 0.03963381670448923]], [[0.03518208844314654, 0.03963381670448923], [0.04583295566400373, 0.00390053834707941]], [[0.04583295566400373, 0.00390053834707941], [0.23914517375054137, 0.21462749360113623]], [[0.23914517375054137, 0.21462749360113623], [0.35368491331945795, 0.3394856676672239]], [[0.35368491331945795, 0.3394856676672239], [0.11368301555109302, 0.33948566766722393]]]	[[0.11368301555109302, 0.33948566766722393], [0.03518208844314654, 0.03963381670448923], [0.04583295566400373, 0.00390053834707941], [0.35368491331945795, 0.3394856676672239]]
1.437552184800568	7	12	[11, nan, 10]	True	[[[0.03518208844314654, 0.03963381670448923], [0.11368301555109302, 0.33948566766722393]], [[0.11368301555109302, 0.33948566766722393], [-0.05419348517729302, 0.33948566766722377]], [[-0.05419348517729302, 0.33948566766722377], [0.03518208844314654, 0.03963381670448923]]]	[[0.03518208844314654, 0.03963381670448923], [0.11368301555109302, 0.33948566766722393], [-0.05419348517729302, 0.33948566766722377]]
1.493718775235872	8	13	[14, nan, 5, nan, 11]	True	[[[0.23914517375054137, 0.21462749360113623], [0.18650438350814735, -0.2289387568365926]], [[0.18650438350814735, -0.2289387568365926], [0.49936772797067674, -0.22893875683659254]], [[0.49936772797067674, -0.22893875683659254], [0.4861924938770198, 0.3394856676672239]], [[0.4861924938770198, 0.3394856676672239], [0.35368491331945795, 0.3394856676672239]], [[0.35368491331945795, 0.3394856676672239], [0.23914517375054137, 0.21462749360113623]]]	[[0.23914517375054137, 0.21462749360113623], [0.18650438350814735, -0.2289387568365926], [0.49936772797067674, -0.22893875683659254], [0.4861924938770198, 0.3394856676672239], [0.35368491331945795, 0.3394856676672239]]
1.493718775235872	8	14	[13, 11, 10, 9, nan]	True	[[[0.18650438350814735, -0.2289387568365926], [0.23914517375054137, 0.21462749360113623]], [[0.23914517375054137, 0.21462749360113623], [0.04583295566400373, 0.00390053834707941]], [[0.04583295566400373, 0.00390053834707941], [0.06327842507096988, -0.05462838718248227]], [[0.06327842507096988, -0.05462838718248227], [0.1152343800727722, -0.2289387568365926]], [[0.1152343800727722, -0.2289387568365926], [0.18650438350814735, -0.2289387568365926]]]	[[0.18650438350814735, -0.2289387568365926], [0.23914517375054137, 0.21462749360113623], [0.04583295566400373, 0.00390053834707941], [0.06327842507096988, -0.05462838718248227], [0.1152343800727722, -0.2289387568365926]]
time	father	part_number	neighbors	leaf	vertici	box
0.0	nan	0	[nan, nan, nan, nan]	False	[[[-0.3805673850246102, -0.22893875683659257], [1.2920789474522596, -0.22893875683659257]], [[1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239]], [[1.2920789474522596, 0.3394856676672239], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]]]	[[-0.3805673850246102, -0.22893875683659257], [1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239], [-0.3805673850246102, 0.3394856676672239]]
0.21715413950133255	0	1	[2, nan, nan, nan]	False	[[[0.4820112391763401, -0.22893875683659254], [0.5716761430300282, 0.33948566766722393]], [[0.5716761430300282, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]], [[-0.3805673850246102, -0.22893875683659257], [0.4820112391763401, -0.22893875683659254]]]	[[0.4820112391763401, -0.22893875683659254], [0.5716761430300282, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]]
0.21715413950133255	0	2	[3, nan, nan, nan]	False	[[[0.5716761430300282, 0.33948566766722393], [0.4820112391763401, -0.22893875683659254]], [[0.4820112391763401, -0.22893875683659254], [1.2920789474522596, -0.22893875683659257]], [[1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239]], [[1.2920789474522596, 0.3394856676672239], [0.5716761430300282, 0.33948566766722393]]]	[[0.5716761430300282, 0.33948566766722393], [0.4820112391763401, -0.22893875683659254], [1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239]]
0.5837176842861651	1	3	[4, nan, 5, nan]	False	[[[-0.12523308626928945, 0.33948566766722393], [0.10012805020288111, -0.22893875683659254]], [[0.10012805020288111, -0.22893875683659254], [0.4820112391763401, -0.22893875683659254]], [[0.4820112391763401, -0.22893875683659254], [0.5716761430300282, 0.33948566766722393]], [[0.5716761430300282, 0.33948566766722393], [-0.12523308626928945, 0.33948566766722393]]]	[[-0.12523308626928945, 0.33948566766722393], [0.10012805020288111, -0.22893875683659254], [0.4820112391763401, -0.22893875683659254], [0.5716761430300282, 0.33948566766722393]]
0.5837176842861651	1	4	[8, 7, nan, nan, nan]	False	[[[0.10012805020288111, -0.22893875683659254], [0.022620051503785106, -0.033441697118770354]], [[0.022620051503785106, -0.033441697118770354], [-0.12523308626928945, 0.33948566766722393]], [[-0.12523308626928945, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]], [[-0.3805673850246102, -0.22893875683659257], [0.10012805020288111, -0.22893875683659254]]]	[[0.10012805020288111, -0.22893875683659254], [-0.12523308626928945, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]]
0.8979319780102314	2	5	[6, nan, 19, 20, nan]	True	[[[0.7636526992771543, -0.22893875683659248], [1.2057755794071343, 0.3394856676672239]], [[1.2057755794071343, 0.3394856676672239], [0.5716761430300282, 0.33948566766722393]], [[0.5716761430300282, 0.33948566766722393], [0.5252591376642415, 0.04522828904680817]], [[0.5252591376642415, 0.04522828904680817], [0.4820112391763401, -0.22893875683659254]], [[0.4820112391763401, -0.22893875683659254], [0.7636526992771543, -0.22893875683659248]]]	[[0.7636526992771543, -0.22893875683659248], [1.2057755794071343, 0.3394856676672239], [0.5716761430300282, 0.33948566766722393], [0.4820112391763401, -0.22893875683659254]]
0.8979319780102314	2	6	[5, nan, nan, nan]	True	[[[1.2057755794071343, 0.3394856676672239], [0.7636526992771543, -0.22893875683659248]], [[0.7636526992771543, -0.22893875683659248], [1.2920789474522596, -0.22893875683659257]], [[1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239]], [[1.2920789474522596, 0.3394856676672239], [1.2057755794071343, 0.3394856676672239]]]	[[1.2057755794071343, 0.3394856676672239], [0.7636526992771543, -0.22893875683659248], [1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239]]
0.8482322832388963	3	7	[8, nan, 10]	False	[[[0.022620051503785106, -0.033441697118770354], [0.5087729794509216, 0.33948566766722393]], [[0.5087729794509216, 0.33948566766722393], [-0.12523308626928945, 0.33948566766722393]], [[-0.12523308626928945, 0.33948566766722393], [0.022620051503785106, -0.033441697118770354]]]	[[0.022620051503785106, -0.033441697118770354], [0.5087729794509216, 0.33948566766722393], [-0.12523308626928945, 0.33948566766722393]]
0.8482322832388963	3	8	[12, 11, 10, 9, nan, 5, nan]	False	[[[0.5087729794509216, 0.33948566766722393], [0.20344130527425452, 0.10526608347748942]], [[0.20344130527425452, 0.10526608347748942], [0.022620051503785106, -0.033441697118770354]], [[0.022620051503785106, -0.033441697118770354], [0.030504734162686037, -0.053329093290711664]], [[0.030504734162686037, -0.053329093290711664], [0.10012805020288111, -0.22893875683659254]], [[0.10012805020288111, -0.22893875683659254], [0.4820112391763401, -0.22893875683659254]], [[0.4820112391763401, -0.22893875683659254], [0.5716761430300282, 0.33948566766722393]], [[0.5716761430300282, 0.33948566766722393], [0.5087729794509216, 0.33948566766722393]]]	[[0.5087729794509216, 0.33948566766722393], [0.022620051503785106, -0.033441697118770354], [0.10012805020288111, -0.22893875683659254], [0.4820112391763401, -0.22893875683659254], [0.5716761430300282, 0.33948566766722393]]
0.6218072544700772	4	9	[16, 21, nan, nan, 14]	True	[[[0.030504734162686037, -0.053329093290711664], [-0.16588813884870462, -0.024798808483602074]], [[-0.16588813884870462, -0.024798808483602074], [-0.38056738502461024, 0.00638796495506003]], [[-0.38056738502461024, 0.00638796495506003], [-0.3805673850246102, -0.22893875683659257]], [[-0.3805673850246102, -0.22893875683659257], [0.10012805020288111, -0.22893875683659254]], [[0.10012805020288111, -0.22893875683659254], [0.030504734162686037, -0.053329093290711664]]]	[[0.030504734162686037, -0.053329093290711664], [-0.38056738502461024, 0.00638796495506003], [-0.3805673850246102, -0.22893875683659257], [0.10012805020288111, -0.22893875683659254]]
0.6218072544700772	4	10	[9, 14, 11, 12, nan, nan]	False	[[[-0.38056738502461024, 0.00638796495506003], [0.030504734162686037, -0.053329093290711664]], [[0.030504734162686037, -0.053329093290711664], [0.022620051503785106, -0.033441697118770354]], [[0.022620051503785106, -0.033441697118770354], [-0.045000789980912614, 0.13711716013188807]], [[-0.045000789980912614, 0.13711716013188807], [-0.12523308626928945, 0.33948566766722393]], [[-0.12523308626928945, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.38056738502461024, 0.00638796495506003]]]	[[-0.38056738502461024, 0.00638796495506003], [0.030504734162686037, -0.053329093290711664], [0.022620051503785106, -0.033441697118770354], [-0.12523308626928945, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]]
0.8920824078383354	7	11	[12, 15, 16, 14, 13]	False	[[[0.20344130527425452, 0.10526608347748942], [-0.045000789980912614, 0.13711716013188807]], [[-0.045000789980912614, 0.13711716013188807], [-0.032549207825357335, 0.10571075381121572]], [[-0.032549207825357335, 0.10571075381121572], [0.022620051503785106, -0.033441697118770354]], [[0.022620051503785106, -0.033441697118770354], [0.1567531260938917, 0.06945163368715036]], [[0.1567531260938917, 0.06945163368715036], [0.20344130527425452, 0.10526608347748942]]]	[[0.20344130527425452, 0.10526608347748942], [-0.045000789980912614, 0.13711716013188807], [0.022620051503785106, -0.033441697118770354]]
0.8920824078383354	7	12	[18, 17, 19, nan, 22]	True	[[[-0.045000789980912614, 0.13711716013188807], [0.16245558599119891, 0.1105205846733496]], [[0.16245558599119891, 0.1105205846733496], [0.20344130527425452, 0.10526608347748942]], [[0.20344130527425452, 0.10526608347748942], [0.5087729794509216, 0.33948566766722393]], [[0.5087729794509216, 0.33948566766722393], [-0.12523308626928945, 0.33948566766722393]], [[-0.12523308626928945, 0.33948566766722393], [-0.045000789980912614, 0.13711716013188807]]]	[[-0.045000789980912614, 0.13711716013188807], [0.20344130527425452, 0.10526608347748942], [0.5087729794509216, 0.33948566766722393], [-0.12523308626928945, 0.33948566766722393]]
1.0908420203488292	8	13	[14, nan, 5, nan, 12, 17]	False	[[[0.1567531260938917, 0.06945163368715036], [0.17313122704881725, -0.22893875683659254]], [[0.17313122704881725, -0.22893875683659254], [0.4820112391763401, -0.22893875683659254]], [[0.4820112391763401, -0.22893875683659254], [0.5716761430300282, 0.33948566766722393]], [[0.5716761430300282, 0.33948566766722393], [0.5087729794509216, 0.33948566766722393]], [[0.5087729794509216, 0.33948566766722393], [0.20344130527425452, 0.10526608347748942]], [[0.20344130527425452, 0.10526608347748942], [0.1567531260938917, 0.06945163368715036]]]	[[0.1567531260938917, 0.06945163368715036], [0.17313122704881725, -0.22893875683659254], [0.4820112391763401, -0.22893875683659254], [0.5716761430300282, 0.33948566766722393], [0.5087729794509216, 0.33948566766722393], [0.20344130527425452, 0.10526608347748942]]
1.0908420203488292	8	14	[20, 19, 17, 16, 9, nan]	True	[[[0.17313122704881725, -0.22893875683659254], [0.1639066358274479, -0.06087718580698589]], [[0.1639066358274479, -0.06087718580698589], [0.1567531260938917, 0.06945163368715036]], [[0.1567531260938917, 0.06945163368715036], [0.022620051503785106, -0.033441697118770354]], [[0.022620051503785106, -0.033441697118770354], [0.030504734162686037, -0.053329093290711664]], [[0.030504734162686037, -0.053329093290711664], [0.10012805020288111, -0.22893875683659254]], [[0.10012805020288111, -0.22893875683659254], [0.17313122704881725, -0.22893875683659254]]]	[[0.17313122704881725, -0.22893875683659254], [0.1567531260938917, 0.06945163368715036], [0.022620051503785106, -0.033441697118770354], [0.030504734162686037, -0.053329093290711664], [0.10012805020288111, -0.22893875683659254]]
1.3263005296151333	10	15	[16, 18, 12, nan, nan, 9]	False	[[[-0.16588813884870462, -0.024798808483602074], [-0.032549207825357335, 0.10571075381121572]], [[-0.032549207825357335, 0.10571075381121572], [-0.045000789980912614, 0.13711716013188807]], [[-0.045000789980912614, 0.13711716013188807], [-0.12523308626928945, 0.33948566766722393]], [[-0.12523308626928945, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.38056738502461024, 0.00638796495506003]], [[-0.38056738502461024, 0.00638796495506003], [-0.16588813884870462, -0.024798808483602074]]]	[[-0.16588813884870462, -0.024798808483602074], [-0.032549207825357335, 0.10571075381121572], [-0.045000789980912614, 0.13711716013188807], [-0.12523308626928945, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239], [-0.38056738502461024, 0.00638796495506003]]
1.3263005296151333	10	16	[22, 21, 9, 14, 17, 18]	True	[[[-0.032549207825357335, 0.10571075381121572], [-0.036927912253273985, 0.10142496275289588]], [[-0.036927912253273985, 0.10142496275289588], [-0.16588813884870462, -0.024798808483602074]], [[-0.16588813884870462, -0.024798808483602074], [0.030504734162686037, -0.053329093290711664]], [[0.030504734162686037, -0.053329093290711664], [0.022620051503785106, -0.033441697118770354]], [[0.022620051503785106, -0.033441697118770354], [-0.012458556777581163, 0.05503645859550351]], [[-0.012458556777581163, 0.05503645859550351], [-0.032549207825357335, 0.10571075381121572]]]	[[-0.032549207825357335, 0.10571075381121572], [-0.16588813884870462, -0.024798808483602074], [0.030504734162686037, -0.053329093290711664], [0.022620051503785106, -0.033441697118770354]]
1.2027755416470685	11	17	[18, 16, 14, 19, 12]	True	[[[0.16245558599119891, 0.1105205846733496], [-0.012458556777581163, 0.05503645859550351]], [[-0.012458556777581163, 0.05503645859550351], [0.022620051503785106, -0.033441697118770354]], [[0.022620051503785106, -0.033441697118770354], [0.1567531260938917, 0.06945163368715036]], [[0.1567531260938917, 0.06945163368715036], [0.20344130527425452, 0.10526608347748942]], [[0.20344130527425452, 0.10526608347748942], [0.16245558599119891, 0.1105205846733496]]]	[[0.16245558599119891, 0.1105205846733496], [-0.012458556777581163, 0.05503645859550351], [0.022620051503785106, -0.033441697118770354], [0.1567531260938917, 0.06945163368715036], [0.20344130527425452, 0.10526608347748942]]
1.2027755416470685	11	18	[17, 12, 22, 16]	True	[[[-0.012458556777581163, 0.05503645859550351], [0.16245558599119891, 0.1105205846733496]], [[0.16245558599119891, 0.1105205846733496], [-0.045000789980912614, 0.13711716013188807]], [[-0.045000789980912614, 0.13711716013188807], [-0.032549207825357335, 0.10571075381121572]], [[-0.032549207825357335, 0.10571075381121572], [-0.012458556777581163, 0.05503645859550351]]]	[[-0.012458556777581163, 0.05503645859550351], [0.16245558599119891, 0.1105205846733496], [-0.045000789980912614, 0.13711716013188807], [-0.032549207825357335, 0.10571075381121572]]
1.1853294305649427	13	19	[20, 5, nan, 12, 17, 14]	True	[[[0.1639066358274479, -0.06087718580698589], [0.5252591376642415, 0.04522828904680817]], [[0.5252591376642415, 0.04522828904680817], [0.5716761430300282, 0.33948566766722393]], [[0.5716761430300282, 0.33948566766722393], [0.5087729794509216, 0.33948566766722393]], [[0.5087729794509216, 0.33948566766722393], [0.20344130527425452, 0.10526608347748942]], [[0.20344130527425452, 0.10526608347748942], [0.1567531260938917, 0.06945163368715036]], [[0.1567531260938917, 0.06945163368715036], [0.1639066358274479, -0.06087718580698589]]]	[[0.1639066358274479, -0.06087718580698589], [0.5252591376642415, 0.04522828904680817], [0.5716761430300282, 0.33948566766722393], [0.5087729794509216, 0.33948566766722393], [0.20344130527425452, 0.10526608347748942], [0.1567531260938917, 0.06945163368715036]]
1.1853294305649427	13	20	[19, 14, nan, 5]	True	[[[0.5252591376642415, 0.04522828904680817], [0.1639066358274479, -0.06087718580698589]], [[0.1639066358274479, -0.06087718580698589], [0.17313122704881725, -0.22893875683659254]], [[0.17313122704881725, -0.22893875683659254], [0.4820112391763401, -0.22893875683659254]], [[0.4820112391763401, -0.22893875683659254], [0.5252591376642415, 0.04522828904680817]]]	[[0.5252591376642415, 0.04522828904680817], [0.1639066358274479, -0.06087718580698589], [0.17313122704881725, -0.22893875683659254], [0.4820112391763401, -0.22893875683659254]]
1.4764049463212077	15	21	[22, nan, 9, 16]	True	[[[-0.036927912253273985, 0.10142496275289588], [-0.3805673850246103, 0.2184530729372906]], [[-0.3805673850246103, 0.2184530729372906], [-0.38056738502461024, 0.00638796495506003]], [[-0.38056738502461024, 0.00638796495506003], [-0.16588813884870462, -0.024798808483602074]], [[-0.16588813884870462, -0.024798808483602074], [-0.036927912253273985, 0.10142496275289588]]]	[[-0.036927912253273985, 0.10142496275289588], [-0.3805673850246103, 0.2184530729372906], [-0.38056738502461024, 0.00638796495506003], [-0.16588813884870462, -0.024798808483602074]]
1.4764049463212077	15	22	[21, 16, 18, 12, nan, nan]	True	[[[-0.3805673850246103, 0.2184530729372906], [-0.036927912253273985, 0.10142496275289588]], [[-0.036927912253273985, 0.10142496275289588], [-0.032549207825357335, 0.10571075381121572]], [[-0.032549207825357335, 0.10571075381121572], [-0.045000789980912614, 0.13711716013188807]], [[-0.045000789980912614, 0.13711716013188807], [-0.12523308626928945, 0.33948566766722393]], [[-0.12523308626928945, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.3805673850246103, 0.2184530729372906]]]	[[-0.3805673850246103, 0.2184530729372906], [-0.036927912253273985, 0.10142496275289588], [-0.032549207825357335, 0.10571075381121572], [-0.045000789980912614, 0.13711716013188807], [-0.12523308626928945, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]]
time	father	part_number	neighbors	leaf	vertici	box
0.0	nan	0	[nan, nan, nan, nan]	False	[[[-0.3805673850246102, -0.22893875683659257], [1.2920789474522596, -0.22893875683659257]], [[1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239]], [[1.2920789474522596, 0.3394856676672239], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]]]	[[-0.3805673850246102, -0.22893875683659257], [1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239], [-0.3805673850246102, 0.3394856676672239]]
0.27515580852603416	0	1	[2, nan, nan, nan]	False	[[[0.5703010485799573, -0.22893875683659257], [0.6187689813166924, 0.33948566766722393]], [[0.6187689813166924, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]], [[-0.3805673850246102, -0.22893875683659257], [0.5703010485799573, -0.22893875683659257]]]	[[0.5703010485799573, -0.22893875683659257], [0.6187689813166924, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]]
0.27515580852603416	0	2	[3, nan, nan, nan]	False	[[[0.6187689813166924, 0.33948566766722393], [0.5703010485799573, -0.22893875683659257]], [[0.5703010485799573, -0.22893875683659257], [1.2920789474522596, -0.22893875683659257]], [[1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239]], [[1.2920789474522596, 0.3394856676672239], [0.6187689813166924, 0.33948566766722393]]]	[[0.6187689813166924, 0.33948566766722393], [0.5703010485799573, -0.22893875683659257], [1.2920789474522596, -0.22893875683659257], [1.2920789474522596, 0.3394856676672239]]
0.29812100116272455	1	3	[4, nan, 5, nan]	False	[[[-0.08644449424676026, 0.33948566766722393], [0.06351273732967527, -0.22893875683659257]], [[0.06351273732967527, -0.22893875683659257], [0.5703010485799573, -0.22893875683659257]], [[0.5703010485799573, -0.22893875683659257], [0.6187689813166924, 0.33948566766722393]], [[0.6187689813166924, 0.33948566766722393], [-0.08644449424676026, 0.33948566766722393]]]	[[-0.08644449424676026, 0.33948566766722393], [0.06351273732967527, -0.22893875683659257], [0.5703010485799573, -0.22893875683659257], [0.6187689813166924, 0.33948566766722393]]
0.29812100116272455	1	4	[8, 7, nan, nan, nan]	False	[[[0.06351273732967527, -0.22893875683659257], [0.004295468829694983, -0.004471144211775769]], [[0.004295468829694983, -0.004471144211775769], [-0.08644449424676026, 0.33948566766722393]], [[-0.08644449424676026, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239]], [[-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]], [[-0.3805673850246102, -0.22893875683659257], [0.06351273732967527, -0.22893875683659257]]]	[[0.06351273732967527, -0.22893875683659257], [-0.08644449424676026, 0.33948566766722393], [-0.3805673850246102, 0.3394856676672239], [-0.3805673850246102, -0.22893875683659257]]
